customer_id,total_revenue,hist_clv,aov,annual_freq,churn_probability,pred_clv,value_tier
CUST00467,33315.87,20093.53,8328.9675,48.0,0.24366294707613662,326405.1226126465,Top 10%
CUST00976,34715.96,18022.739999999998,4959.422857142857,79.8984375,0.24366294707613662,323514.67587359995,Top 10%
CUST00778,33010.71,18593.95,5501.785,72.0,0.24366294707613662,323415.382671397,Top 10%
CUST00572,32811.15,19667.559999999998,10937.050000000001,36.0,0.24366294707613662,321460.23618209385,Top 10%
CUST00239,31094.59,15440.01,5182.431666666666,72.0,0.24366294707613662,304642.6061075388,Top 10%
CUST00247,52418.200000000004,30003.9,13104.550000000001,27.566037735849054,0.24366294707613662,294931.4049672381,Top 10%
CUST00070,29897.52,16851.79,7474.38,48.0,0.24366294707613662,292914.5683847983,Top 10%
CUST00002,36001.299999999996,19461.5,6000.216666666666,59.22972972972973,0.24366294707613662,290155.792521461,Top 10%
CUST01724,44410.42,24385.49,5551.3025,63.52173913043479,0.24366294707613662,287900.1124346505,Top 10%
CUST01783,30758.1,16328.25,5126.349999999999,68.484375,0.24366294707613662,286631.76106862014,Top 10%
CUST00670,67990.24,38477.2,9712.891428571429,36.01056338028169,0.24366294707613662,285563.70711816644,Top 10%
CUST01716,96960.8,55743.82,6925.771428571429,50.13235294117648,0.24366294707613662,283472.41529296915,Top 10%
CUST00185,51253.35,29048.31,7321.907142857142,47.34722222222222,0.24366294707613662,283037.0458738081,Top 10%
CUST00949,28577.34,15704.55,4762.89,72.0,0.24366294707613662,279980.38672390324,Top 10%
CUST01157,44652.369999999995,19176.25,8930.473999999998,37.27040816326531,0.24366294707613662,271746.0377403184,Top 10%
CUST01998,34573.28,19262.65,8643.32,38.44736842105263,0.24366294707613662,271313.7303106568,Top 10%
CUST00545,47006.909999999996,24526.69,7834.485,42.14423076923077,0.24366294707613662,269570.9852177852,Top 10%
CUST01337,33018.840000000004,15844.32,8254.710000000001,39.486486486486484,0.24366294707613662,266118.3815123153,Top 10%
CUST01976,27071.89,12671.4,9023.963333333333,36.0,0.24366294707613662,265231.06179745804,Top 10%
CUST00683,27066.04,14148.49,9022.013333333334,36.0,0.24366294707613662,265173.747671569,Top 10%
CUST00699,27013.39,15385.260000000002,13506.695,24.0,0.24366294707613662,264657.92053856724,Top 10%
CUST01440,47014.03,27518.559999999998,11753.5075,22.47692307692308,0.0734588407795114,264227.6417857859,Top 10%
CUST01960,26818.99,12429.41,6704.7475,48.0,0.24366294707613662,262753.3280474843,Top 10%
CUST00371,42273.25,23465.36,7045.541666666667,45.65625,0.24366294707613662,262626.8873043534,Top 10%
CUST00362,21159.82,11037.9,10579.91,24.0,0.0498811206428629,260423.60531927345,Top 10%
CUST00094,36487.24,20247.09,7297.447999999999,43.48214285714286,0.24366294707613662,259063.66704447567,Top 10%
CUST01158,47738.94,28237.940000000002,7956.490000000001,39.845454545454544,0.24366294707613662,258836.11217265416,Top 10%
CUST00475,26355.42,14011.54,6588.855,48.0,0.24366294707613662,258211.59995545048,Top 10%
CUST00235,36030.01,17894.54,6005.001666666667,52.17857142857143,0.24366294707613662,255817.28062328443,Top 10%
CUST01579,61113.53,32538.36,7639.19125,40.58333333333333,0.24366294707613662,253116.03525604203,Top 10%
CUST01213,51369.29,31938.64,8561.548333333334,35.92622950819673,0.24366294707613662,251124.16973965662,Top 10%
CUST00067,42332.200000000004,22087.37,5291.525000000001,57.294117647058826,0.24366294707613662,247522.93666440516,Top 10%
CUST01086,46389.4,23533.53,5154.377777777778,58.70089285714286,0.24366294707613662,247027.61998426708,Top 10%
CUST00823,58260.2,31047.23,9710.033333333333,30.86619718309859,0.24366294707613662,244696.86663035458,Top 10%
CUST00747,24860.71,14713.720000000001,8286.903333333334,36.0,0.24366294707613662,243567.49788576577,Top 10%
CUST01317,25129.71,11761.07,3589.9585714285713,82.4758064516129,0.24366294707613662,241735.57538444252,Top 10%
CUST00946,24419.63,11937.380000000001,8139.876666666667,36.0,0.24366294707613662,239246.11076659441,Top 10%
CUST00151,24362.56,10398.970000000001,3480.3657142857146,84.0,0.24366294707613662,238686.9796273655,Top 10%
CUST01732,24087.04,13417.010000000002,8029.013333333333,36.0,0.24366294707613662,235987.63125728726,Top 10%
CUST01578,24056.7,13801.310000000001,12028.35,24.0,0.24366294707613662,235690.38158558228,Top 10%
CUST01581,23687.25,14151.15,7895.75,36.0,0.24366294707613662,232070.77409674157,Top 10%
CUST00321,31008.559999999998,18308.89,7752.139999999999,36.525,0.24366294707613662,231172.61888093146,Top 10%
CUST00972,47931.130000000005,28829.1,15977.043333333335,14.807432432432433,0.1009770233627243,229591.68115947823,Top 10%
CUST00661,50801.93,29371.59,8466.988333333333,33.20454545454545,0.24366294707613662,229536.1336061526,Top 10%
CUST00137,23303.12,13028.96,7767.706666666666,36.0,0.24366294707613662,228307.342442422,Top 10%
CUST00160,23253.25,13899.42,7751.083333333333,36.0,0.24366294707613662,227818.75176582576,Top 10%
CUST01372,24945.41,14058.3,24945.41,12.0,0.2969173306155194,227189.0886897623,Top 10%
CUST00277,29402.9,17229.149999999998,9800.966666666667,22.828125,0.0607467216317039,226845.964556855,Top 10%
CUST01276,86712.79,42933.36,6670.214615384615,41.651315789473685,0.24366294707613662,226826.13587279562,Top 10%
CUST01051,27922.43,14810.11,5584.486,49.35810810810811,0.24366294707613662,225043.39581556828,Top 10%
CUST00271,22532.75,10829.880000000001,7510.916666666667,36.0,0.24366294707613662,220759.80685931686,Top 10%
CUST01768,53986.09,25492.96,7712.2985714285705,35.023972602739725,0.24366294707613662,220533.10897416295,Top 10%
CUST01917,22126.42,12721.6,22126.42,12.0,0.24366294707613662,216778.8754452131,Top 10%
CUST01121,25204.09,16400.89,8401.363333333333,31.307142857142857,0.24366294707613662,214742.3805117295,Top 10%
CUST01240,29383.11,17650.79,4897.185,53.451219512195124,0.24366294707613662,213711.89241298052,Top 10%
CUST00420,80905.85,40238.82,8989.53888888889,28.835526315789473,0.24366294707613662,211636.15338641533,Top 10%
CUST00710,21577.84,11874.33,7192.613333333334,36.0,0.24366294707613662,211404.28002978966,Top 10%
CUST01842,51059.11,28632.620000000003,10211.822,19.85054347826087,0.0406345388880563,209927.2907156961,Top 10%
CUST00615,50910.43,25033.61,8485.071666666667,30.02054794520548,0.24366294707613662,207969.0417867176,Top 10%
CUST01113,21149.190000000002,12658.78,10574.595000000001,24.0,0.24366294707613662,207204.67318152453,Top 10%
CUST01691,29737.95,16210.53,7434.4875,33.97674418604651,0.24366294707613662,206232.61902745403,Top 10%
CUST01327,38017.200000000004,21580.280000000002,9504.300000000001,26.563636363636366,0.24366294707613662,206125.73810164677,Top 10%
CUST00284,80385.54,39087.58,10048.1925,24.76271186440678,0.24366294707613662,203147.1397527046,Top 10%
CUST01283,32629.8,17285.17,8157.45,30.4375,0.24366294707613662,202715.9683100682,Top 10%
CUST01606,32562.239999999998,18244.79,8140.5599999999995,30.4375,0.24366294707613662,202296.2449032735,Top 10%
CUST00716,20641.58,11438.82,6880.526666666668,36.0,0.24366294707613662,202231.47259305403,Top 10%
CUST00667,34841.92,20274.84,5806.986666666667,42.14423076923077,0.24366294707613662,199808.29842419448,Top 10%
CUST00953,35427.49,20828.25,7085.498,34.45754716981132,0.24366294707613662,199333.0446326424,Top 10%
CUST01290,40916.03,21280.83,6819.338333333333,35.346774193548384,0.24366294707613662,196796.14397653437,Top 10%
CUST01401,53427.659999999996,30201.56,8904.609999999999,27.055555555555554,0.24366294707613662,196696.1776397734,Top 10%
CUST01979,34776.82,19116.75,6955.364,34.45754716981132,0.24366294707613662,195672.0448793118,Top 10%
CUST00043,26772.47,15293.880000000001,8924.156666666668,26.725609756097562,0.24366294707613662,194723.94951622712,Top 10%
CUST00128,19862.27,11156.05,9931.135,24.0,0.24366294707613662,194596.34926884662,Top 10%
CUST00997,15877.69,11245.53,15877.69,12.0,0.0555119739942818,194255.8941083713,Top 10%
CUST00975,63403.53,36372.05,6340.353,37.27040816326531,0.24366294707613662,192931.05893650677,Top 10%
CUST00963,20676.48,9639.84,4135.296,57.0703125,0.24366294707613662,192682.11869719208,Top 10%
CUST01909,30457.35,17390.45,5076.224999999999,45.65625,0.24366294707613662,189219.40059113616,Top 10%
CUST01977,51667.55,31150.72,6458.44375,35.63414634146341,0.24366294707613662,187896.54816733644,Top 10%
CUST01221,19006.54,8195.66,3801.308,60.0,0.24366294707613662,186212.51731208488,Top 10%
CUST01720,36791.909999999996,18241.79,5255.987142857142,43.33474576271186,0.24366294707613662,185958.1034733095,Top 10%
CUST01695,18892.22,10120.310000000001,6297.406666666667,36.0,0.24366294707613662,185092.49152206117,Top 10%
CUST00097,63032.08,33352.630000000005,9004.582857142857,25.06617647058824,0.24366294707613662,184279.1721864883,Top 10%
CUST00327,29617.18,16652.09,9872.393333333333,22.828125,0.24366294707613662,183999.7585738676,Top 10%
CUST00395,35769.42,20313.19,5961.57,37.78448275862069,0.24366294707613662,183907.18223150412,Top 10%
CUST00459,45724.78,24537.95,5715.5975,38.96,0.24366294707613662,181804.71698317173,Top 10%
CUST01360,35903.41,21267.14,5129.058571428572,43.33474576271186,0.24366294707613662,181467.3397446519,Top 10%
CUST01941,15053.73,8741.62,7526.865,23.564516129032256,0.0588177462891462,180200.32383804696,Top 10%
CUST00465,18298.329999999998,11001.05,6099.443333333333,36.0,0.24366294707613662,179273.98105637543,Top 10%
CUST01099,67066.56,37650.92,8383.32,21.485294117647058,0.0803750385492994,178804.02143334132,Top 10%
CUST00303,23373.67,12840.61,7791.223333333332,28.096153846153847,0.24366294707613662,178721.61773819744,Top 10%
CUST01152,16103.29,8761.19,8051.645,24.0,0.1439283830025796,178572.73183381523,Top 10%
CUST00884,18213.28,8824.66,6071.093333333333,36.0,0.24366294707613662,178440.72184152663,Top 10%
CUST00757,32742.239999999998,15958.59,8185.5599999999995,26.563636363636366,0.24366294707613662,177525.39342984915,Top 10%
CUST00509,30451.83,16196.99,10150.61,17.392857142857142,0.0723123304109139,176796.6534725414,Top 10%
CUST00431,40439.5,22452.440000000002,5777.071428571428,37.05434782608696,0.24366294707613662,174771.84553836766,Top 10%
CUST00951,41478.46,24998.94,8295.692,25.721830985915492,0.24366294707613662,174212.3987671257,Top 10%
CUST01143,62380.1,35521.38,10396.683333333332,20.105504587155963,0.24366294707613662,170661.02685932964,Top 10%
CUST00536,73896.06,36068.950000000004,6717.823636363636,25.2688679245283,0.0708303947887549,170262.32615020178,Top 10%
CUST00944,17154.73,11070.23,4288.6825,48.0,0.24366294707613662,168069.80424154748,Top 10%
CUST01814,17144.5,9432.43,3428.9,60.0,0.24366294707613662,167969.57800089018,Top 10%
CUST01613,18443.65,9654.92,4610.9125,44.272727272727266,0.24366294707613662,166666.27077298504,Top 10%
CUST00776,51770.57,27285.64,5177.057,39.274193548387096,0.24366294707613662,166002.5593468257,Top 10%
CUST01866,47158.65,26909.54,7859.775000000001,25.782352941176473,0.24366294707613662,165446.36286980857,Top 10%
CUST00912,25930.57,14690.550000000001,4321.761666666666,46.62765957446808,0.24366294707613662,164523.89827334197,Top 10%
CUST01727,56497.94,29721.09,8071.134285714286,24.822815533980584,0.24366294707613662,163572.45583596866,Top 10%
CUST00869,22003.510000000002,13730.029999999999,7334.503333333334,21.915000000000003,0.0699360735984536,161374.2249775418,Top 10%
CUST00865,53981.159999999996,29792.84,7711.594285714285,25.567500000000003,0.24366294707613662,160974.46804921713,Top 10%
CUST01273,24022.73,12376.55,12011.365,14.323529411764707,0.1391848011120135,159867.9916872506,Top 10%
CUST01934,29852.69,18281.22,9950.896666666666,19.56696428571429,0.24366294707613662,158968.1901647387,Top 10%
CUST01481,16135.490000000002,9097.86,4033.8725000000004,48.0,0.24366294707613662,158084.01797296997,Top 10%
CUST01107,16118.18,9232.43,8059.09,24.0,0.24366294707613662,157914.42694405717,Top 10%
CUST01880,58129.11,30557.73,9688.185,19.922727272727272,0.24366294707613662,157585.32590435134,Top 10%
CUST01350,25328.719999999998,14839.75,5065.744,38.046875,0.24366294707613662,157357.26240597825,Top 10%
CUST01597,17886.84,9840.27,4471.71,42.970588235294116,0.24366294707613662,156880.69003428883,Top 10%
CUST00882,35197.61,20057.56,5866.268333333333,32.708955223880594,0.24366294707613662,156658.20927578362,Top 10%
CUST00532,36074.81,19323.04,7214.9619999999995,26.467391304347828,0.24366294707613662,155908.48356547335,Top 10%
CUST00934,33393.48,20666.989999999998,11131.160000000002,17.12109375,0.24366294707613662,155595.3062869577,Top 10%
CUST00780,77428.83,43496.85,5956.0638461538465,31.86744966442953,0.24366294707613662,154964.14134120484,Top 10%
CUST01791,27214.36,14189.39,9071.453333333333,20.67452830188679,0.24366294707613662,153121.80559584656,Top 10%
CUST01933,65013.25,34194.270000000004,10835.541666666666,17.255905511811026,0.24366294707613662,152655.67069994856,Top 10%
CUST00765,27523.01,12846.6,3931.8585714285714,47.34722222222222,0.24366294707613662,151990.67854013992,Top 10%
CUST00034,18695.44,9666.43,4673.86,39.486486486486484,0.24366294707613662,150677.62024530838,Top 10%
CUST01082,15339.65,7145.7300000000005,5113.216666666666,36.0,0.24366294707613662,150286.94550330163,Top 10%
CUST00380,62880.89,32020.420000000002,6288.089,24.029605263157894,0.0874535453929847,148843.36605270958,Top 10%
CUST00294,71428.83,41022.950000000004,10204.118571428571,13.745967741935484,0.0202837335946111,148340.69853983677,Top 10%
CUST01646,32293.739999999998,17308.260000000002,6458.748,28.096153846153847,0.24366294707613662,148156.1805813996,Top 10%
CUST01569,45020.65,25461.27,6431.521428571429,28.096153846153847,0.24366294707613662,147531.63464259167,Top 10%
CUST01836,15021.75,7279.34,5007.25,36.0,0.24366294707613662,147172.38813233818,Top 10%
CUST00613,14985.86,8914.300000000001,4995.286666666667,36.0,0.24366294707613662,146820.76352068712,Top 10%
CUST01361,38357.659999999996,20246.52,6392.943333333333,28.096153846153847,0.24366294707613662,146646.6979265932,Top 10%
CUST01041,62383.229999999996,34620.5,6931.469999999999,25.883858267716537,0.24366294707613662,146480.1992836714,Top 10%
CUST01352,44440.06,25233.0,4444.005999999999,40.137362637362635,0.24366294707613662,145629.0545652906,Top 10%
CUST01763,43416.13,24095.620000000003,7236.0216666666665,24.623595505617978,0.24366294707613662,145470.82039187808,Top 10%
CUST00081,51085.32,30080.97,7297.902857142857,24.35,0.24366294707613662,145084.69625370944,Top 10%
CUST01021,35343.92,16235.259999999998,5890.653333333333,30.02054794520548,0.24366294707613662,144379.868238913,Top 10%
CUST00941,44500.11,20783.8,4944.456666666667,35.73097826086957,0.24366294707613662,144240.77358820653,Top 10%
CUST00672,14580.17,9095.49,7290.085,24.0,0.24366294707613662,142846.1023699285,Top 10%
CUST00004,40697.96,20585.67,8139.592,16.7545871559633,0.0324668972052794,142433.25004579892,Top 10%
CUST00135,14519.810000000001,6888.530000000002,7259.905000000001,24.0,0.24366294707613662,142254.738158191,Top 10%
CUST01096,14469.18,6964.93,14469.18,12.0,0.24366294707613662,141758.7015438724,Top 10%
CUST00018,30883.06,16667.6,6176.612,28.096153846153847,0.24366294707613662,141684.3082983327,Top 10%
CUST01411,17102.85,7704.12,5700.95,30.4375,0.24366294707613662,141670.9387783294,Top 10%
CUST00947,16061.900000000001,7470.92,5353.966666666667,32.22794117647059,0.24366294707613662,140874.62935106165,Top 10%
CUST00818,14257.83,9360.66,14257.83,12.0,0.24366294707613662,139688.04504700817,Top 10%
CUST01005,48333.63,26737.300000000003,6041.70375,28.096153846153843,0.24366294707613662,138589.66967039416,Top 10%
CUST01790,47436.479999999996,26944.41,9487.295999999998,17.730582524271846,0.24366294707613662,137337.77779886857,Top 10%
CUST00058,13975.54,6301.59,13975.54,12.0,0.24366294707613662,136922.36904748235,Top 10%
CUST00505,16524.47,7903.76,5508.156666666667,30.4375,0.24366294707613662,136879.9456063955,Top 10%
CUST01162,34420.42,19737.73,8605.105,19.48,0.24366294707613662,136857.84199600093,Top 10%
CUST00697,32228.8,17077.82,6445.76,20.75284090909091,0.0564027743360006,136253.45617716163,Top 10%
CUST01704,13903.349999999999,9431.13,13903.349999999999,12.0,0.24366294707613662,136215.10293672467,Top 10%
CUST01008,31502.61,17722.5,10500.87,15.880434782608695,0.24366294707613662,136148.30274794286,Top 10%
CUST00029,15394.52,7317.2300000000005,5131.506666666667,26.089285714285715,0.0612206063814845,135668.7484793038,Top 10%
CUST01504,13846.76,8554.47,3461.69,48.0,0.24366294707613662,135660.67449500458,Top 10%
CUST01205,25881.379999999997,13428.28,5176.276,32.03947368421053,0.24366294707613662,135402.7108678075,Top 10%
CUST00399,24498.89,11952.42,4083.148333333333,40.583333333333336,0.24366294707613662,135290.5410629233,Top 10%
CUST01936,34515.28,16842.14,4930.754285714285,33.20454545454545,0.24366294707613662,133670.46580767585,Top 10%
CUST00330,57450.56,27587.84,8207.222857142857,15.880434782608695,0.0508894676939291,133531.76573588926,Top 10%
CUST01594,16094.41,6828.7699999999995,5364.803333333333,30.4375,0.24366294707613662,133317.556651864,Top 10%
CUST01701,32542.53,19930.57,6508.505999999999,20.068681318681318,0.0596610629846769,132584.8036584538,Top 10%
CUST00198,45344.27,23615.81,9068.854,17.904411764705884,0.24366294707613662,132567.48847571923,Top 10%
CUST00913,30055.33,19583.100000000002,15027.665,11.23846153846154,0.2743310682451098,132295.80791112082,Top 10%
CUST00695,23850.72,14266.539999999999,5962.68,27.055555555555557,0.24366294707613662,131711.1433840589,Top 10%
CUST01935,30460.57,16436.28,7615.1425,21.17391304347826,0.24366294707613662,131644.80359674664,Top 10%
CUST01544,22723.57,11495.050000000001,7574.5233333333335,20.291666666666668,0.2079060306495474,131419.2299770731,Top 10%
CUST00306,46132.14,23043.04,5766.5175,27.82857142857143,0.24366294707613662,131017.43356865726,Top 10%
CUST01171,47028.81,25807.35,7838.134999999999,16.602272727272727,0.0680468012174482,130913.23972407136,Top 10%
CUST00452,32909.79,19076.829999999998,5484.965,29.220000000000002,0.24366294707613662,130851.47827776572,Top 10%
CUST00749,36391.21,17716.940000000002,7278.242,22.003012048192772,0.24366294707613662,130747.43853777902,Top 10%
CUST01993,13302.460000000001,7470.240000000002,13302.460000000001,12.0,0.24366294707613662,130328.01146570165,Top 10%
CUST01425,60525.68,35184.6,8646.525714285714,18.39388489208633,0.24366294707613662,129849.31499118576,Top 10%
CUST00238,75050.16,42824.72,8338.906666666668,15.653571428571428,0.0803669872999428,129582.48063848898,Top 10%
CUST00563,34740.020000000004,19595.170000000002,4962.860000000001,31.959375,0.24366294707613662,129495.55547526132,Top 10%
CUST01174,28875.670000000002,14940.96,5775.134,27.257462686567163,0.24366294707613662,128520.39538589318,Top 10%
CUST00862,46010.22,25799.08,6572.888571428572,23.894859813084114,0.24366294707613662,128228.72320028908,Next 25%
CUST01653,60923.51,30731.33,7615.43875,16.508474576271187,0.0564332070495997,128051.21606651273,Next 25%
CUST01016,22461.35,12206.78,7487.116666666666,17.12109375,0.0748349650879415,128019.02078311125,Next 25%
CUST01416,21820.17,7443.66,7273.389999999999,21.48529411764706,0.24366294707613662,127585.91703045323,Next 25%
CUST00065,20871.29,9973.73,4174.258,37.27040816326531,0.24366294707613662,127018.79788304925,Next 25%
CUST01190,46168.26,26623.97,9233.652,16.7545871559633,0.24366294707613662,126308.27234820901,Next 25%
CUST00876,31292.1,17487.3,10430.699999999999,13.201807228915662,0.1515247238415426,126123.26869864269,Next 25%
CUST00073,22342.079999999998,10708.97,4468.415999999999,34.45754716981132,0.24366294707613662,125707.88474786293,Next 25%
CUST00001,28978.370000000003,17713.800000000003,9659.456666666667,15.880434782608695,0.24366294707613662,125239.01644663427,Next 25%
CUST01254,11482.59,5287.549999999999,11482.59,12.0,0.1581873160768482,125211.94259176147,Next 25%
CUST01287,16129.0,7919.34,8064.5,16.602272727272727,0.1387838929437873,124470.46668678377,Next 25%
CUST00433,56982.73,30805.09,7122.84125,21.32846715328467,0.24366294707613662,124033.06356230279,Next 25%
CUST00902,12587.39,6203.280000000001,4195.796666666666,36.0,0.24366294707613662,123322.26582476158,Next 25%
CUST00653,35870.27,20466.83,5124.324285714285,29.387931034482758,0.24366294707613662,122950.46591163169,Next 25%
CUST00361,63395.29,29661.18,5763.208181818182,26.08928571428571,0.24366294707613662,122758.35433339518,Next 25%
CUST00916,17212.71,10161.79,3442.542,43.48214285714286,0.24366294707613662,122212.25207423519,Next 25%
CUST01615,36464.66,17724.27,7292.932000000001,20.291666666666668,0.24366294707613662,120821.56165627595,Next 25%
CUST01902,10725.96,6032.17,10725.96,12.0,0.131210155854649,120709.46880006323,Next 25%
CUST01949,13049.789999999999,6811.870000000001,4349.929999999999,26.725609756097562,0.039953742909681,120478.9666145841,Next 25%
CUST01859,11445.439999999999,7685.0,11445.439999999999,12.0,0.1913143323241506,119895.44098823106,Next 25%
CUST01915,57028.92,26358.9,5702.892,25.721830985915492,0.24366294707613662,119762.70276546563,Next 25%
CUST01980,33734.36,18881.28,6746.872,21.74107142857143,0.24366294707613662,119758.94870369037,Next 25%
CUST01946,11115.32,5261.83,11115.32,12.0,0.1693511870498352,119599.63358964761,Next 25%
CUST01449,89505.82,49348.99,11188.2275,10.822222222222223,0.0859601708110271,119468.12309295945,Next 25%
CUST00498,12082.38,8121.29,12082.38,12.0,0.24366294707613662,118374.53818113072,Next 25%
CUST00053,29717.44,15721.619999999999,7429.36,19.48,0.24366294707613662,118158.48580713538,Next 25%
CUST01384,49870.85,24908.91,8311.808333333332,17.392857142857142,0.24366294707613662,118029.62057991586,Next 25%
CUST01490,47326.8,25673.38,5915.85,24.35,0.24366294707613662,117609.03332557277,Next 25%
CUST00954,11926.92,6971.17,5963.46,24.0,0.24366294707613662,116851.4520254529,Next 25%
CUST01771,28164.63,17810.93,5632.926,25.364583333333332,0.24366294707613662,116650.42880117349,Next 25%
CUST01884,27330.25,13813.240000000002,5466.05,26.089285714285715,0.24366294707613662,116428.78090382743,Next 25%
CUST01128,26436.370000000003,17518.05,6609.092500000001,21.485294117647058,0.24366294707613662,115933.16560112833,Next 25%
CUST00849,11819.83,6228.15,3939.943333333333,36.0,0.24366294707613662,115802.26061665616,Next 25%
CUST00758,56881.020000000004,34014.810000000005,11376.204000000002,10.259831460674157,0.0821323606916027,115644.99470077474,Next 25%
CUST01234,43029.68,24390.949999999997,6147.097142857143,23.033783783783782,0.24366294707613662,115600.55611274092,Next 25%
CUST00022,29625.22,17036.19,4937.536666666667,28.46103896103896,0.24366294707613662,114732.28544154574,Next 25%
CUST01675,48874.05,27678.409999999996,6109.25625,22.828125,0.24366294707613662,113863.13704402902,Next 25%
CUST00566,22137.36,13454.369999999999,4427.472,31.487068965517242,0.24366294707613662,113818.43763875427,Next 25%
CUST01642,38545.520000000004,21795.46,6424.253333333334,21.698019801980198,0.24366294707613662,113806.56645672215,Next 25%
CUST00526,10393.94,6917.080000000001,10393.94,12.0,0.159520054123575,113161.31646238524,Next 25%
CUST00723,45187.14,23781.399999999998,15062.38,7.454081632653061,0.0713845211500928,112546.72117847564,Next 25%
CUST00923,9200.85,5676.19,9200.85,12.0,0.0590694545968139,112143.97555612143,Next 25%
CUST01186,40909.34,23979.090000000004,6818.223333333332,20.105504587155963,0.24366294707613662,111920.78840106777,Next 25%
CUST01279,17942.87,7144.3,5980.956666666666,22.828125,0.24366294707613662,111471.91421068081,Next 25%
CUST00731,52912.34,26739.38,6614.0425,16.697142857142858,0.0678632941414888,111121.45986804925,Next 25%
CUST00179,52434.65,31832.399999999998,7490.664285714286,14.610000000000001,0.0627917987681449,110717.38348969708,Next 25%
CUST00154,11493.44,5692.34,5746.72,23.564516129032256,0.24366294707613662,110561.29702836074,Next 25%
CUST00886,51003.75,27869.420000000002,7286.25,15.21875,0.0782235724678746,110336.15184455493,Next 25%
CUST00538,16946.96,7714.25,5648.986666666667,23.820652173913047,0.24366294707613662,109862.3181097032,Next 25%
CUST00701,11199.0,5722.22,11199.0,12.0,0.24366294707613662,109719.81125328642,Next 25%
CUST00011,35669.03,18926.41,7133.806,18.827319587628867,0.24366294707613662,109656.49256494643,Next 25%
CUST00203,17466.15,9605.910000000002,5822.05,22.828125,0.24366294707613662,108510.24247463662,Next 25%
CUST00984,37072.92,19787.22,6178.82,21.48529411764706,0.24366294707613662,108385.55554784015,Next 25%
CUST01375,14834.12,8563.42,4944.706666666667,23.31382978723404,0.1310990296465516,108126.86738639916,Next 25%
CUST00171,54303.54,31706.62,6033.7266666666665,17.96311475409836,0.0762477449589665,108076.67433875876,Next 25%
CUST00105,57126.31,29103.86,5712.630999999999,18.35427135678392,0.0465402303673336,107915.76102471414,Next 25%
CUST00405,27034.19,14098.439999999999,6758.5475,15.542553191489361,0.0495395248294737,107775.2349728379,Next 25%
CUST00261,10965.4,7286.33,5482.7,24.0,0.24366294707613662,107431.16513231421,Next 25%
CUST01227,71556.03,39258.57,8944.50375,12.277310924369747,0.0937775755577455,107424.53779207046,Next 25%
