customer_id,recency,frequency,monetary,R,F,M,rfm_score,rfm_total,segment,cluster,pca1,pca2
CUST00078,67,6,41232.18,3,4,4,344,11,Loyal Customers,3,0.8681415102618129,0.00639029735234758
CUST00079,48,4,13563.380000000001,3,2,1,321,6,Needs Attention,1,-0.7408475471894774,-0.8420057247496228
CUST00080,132,5,44353.33,2,3,5,235,10,About To Sleep,3,0.49499581846310586,0.4395635458910554
CUST00081,11,7,51085.32,5,4,5,545,14,Champions,0,1.7123922642474902,-0.11937259104477933
CUST00082,6,8,31026.39,5,5,3,553,13,Loyal Customers,3,1.2597238473267194,-0.4327945214087418
CUST00083,250,5,41438.2,1,3,4,134,8,About To Sleep,4,0.03653313031322451,1.2421404366445588
CUST00084,176,5,28546.51,2,3,3,233,8,About To Sleep,4,-0.24044123377470752,0.4642159063548991
CUST00085,342,4,31592.41,1,2,3,123,6,About To Sleep,4,-0.9131999409733226,1.6294863811936893
CUST00086,34,6,44626.26,4,4,5,445,13,Champions,3,1.0952502898614465,-0.16994838259200526
CUST00087,85,7,28678.48,3,4,3,343,10,Loyal Customers,3,0.6357167416862166,2.1142466083278995e-05
CUST00088,236,5,23182.88,1,3,2,132,6,About To Sleep,4,-0.6224026711347576,0.7998950328983587
CUST00089,63,4,22963.17,3,2,2,322,7,Needs Attention,1,-0.4244469877459484,-0.5577070581393685
CUST00090,396,2,11592.37,1,1,1,111,3,Lost Customers,2,-2.4425688943368544,1.4543133099665102
CUST00091,97,5,44923.37,2,3,5,235,10,About To Sleep,3,0.6196823511468705,0.19601468788711512
CUST00092,81,5,45617.28,3,3,5,335,11,Loyal Customers,3,0.6932991435903433,0.0927621077808284
CUST00093,138,6,28793.170000000002,2,4,3,243,9,At Risk,3,0.18253218664244936,0.2899571074543844
CUST00094,9,5,36487.24,5,3,4,534,12,Loyal Customers,3,0.5547030753025016,-0.6004601545415971
CUST00095,6,6,20010.33,5,4,2,542,11,Loyal Customers,3,0.23352439170800723,-0.8325310014501273
CUST00096,20,6,11095.97,4,4,1,441,9,Loyal Customers,1,-0.14945951999623502,-0.8971642416198338
CUST00097,14,7,63032.08,5,4,5,545,14,Champions,0,2.1617203329836907,0.12529380567301032
CUST00098,39,4,36237.34,4,2,4,424,10,Recent Customers,3,0.15510855639285046,-0.48436089771287777
CUST00099,54,7,67164.16,3,4,5,345,12,Loyal Customers,0,2.2026641403975713,0.4928775390149817
CUST00100,177,1,3266.82,2,1,1,211,4,Needs Attention,1,-2.420317864271777,-0.3885814633305288
CUST00101,82,6,39394.630000000005,3,4,4,344,11,Loyal Customers,3,0.7536055967916376,0.08104469651366725
CUST00102,21,10,57720.83,4,5,5,455,14,Champions,0,2.8430991196536923,0.3683742530553704
CUST00103,53,5,34089.53,3,3,4,334,10,Loyal Customers,3,0.3334868767820169,-0.3256468980745902
CUST00104,112,3,17143.69,2,1,2,212,5,Needs Attention,1,-1.0934471930993994,-0.4075287558280633
CUST00105,32,10,57126.31,4,5,5,455,14,Champions,0,2.7879832658724837,0.43716912168969524
CUST00106,44,2,12865.380000000001,3,1,1,311,5,Needs Attention,1,-1.3596120730711456,-1.0782976102824424
CUST00107,201,3,7041.01,1,1,1,111,3,Lost Customers,4,-1.7423435769593858,0.05034768794134267
CUST00108,186,1,7449.0199999999995,1,1,1,111,3,Lost Customers,1,-2.286377313805539,-0.24519668819350451
CUST00109,234,6,23873.48,1,4,3,143,8,At Risk,4,-0.2881689443451286,0.8953643307667133
CUST00110,418,7,38412.44,1,4,4,144,9,At Risk,4,0.030682005625602644,2.5999931839786874
CUST00111,141,1,9277.1,2,1,1,211,4,Needs Attention,1,-2.0840677453826584,-0.5378993719361617
CUST00112,17,5,19099.53,4,3,2,432,9,Loyal Customers,1,-0.13559474595101062,-0.8667468758195848
CUST00113,10,10,67960.47,5,5,5,555,15,Champions,0,3.2680920078246607,0.4795191314481061
CUST00114,7,6,33130.88,5,4,4,544,13,Champions,3,0.7337414739786406,-0.5804911053615567
CUST00115,72,5,46927.22,3,3,5,335,11,Loyal Customers,3,0.7699745787887086,0.05183891759424565
CUST00116,11,3,24625.21,5,1,3,513,9,Recent Customers,1,-0.5098139494918744,-1.0014543108359162
CUST00117,36,2,19385.11,4,1,2,412,7,Recent Customers,1,-1.0860862787294008,-1.0147643614231652
CUST00118,3,4,18917.54,5,2,2,522,9,Recent Customers,1,-0.403317679442063,-1.0689257180542988
CUST00119,103,7,34711.55,2,4,4,244,10,At Risk,3,0.8141945561293721,0.24329730640210806
CUST00120,162,3,13478.52,2,1,1,211,4,Needs Attention,1,-1.3808960958353078,-0.11278696177226093
CUST00121,311,4,20808.16,1,2,2,122,5,About To Sleep,4,-1.2356863277401258,1.203160980083151
CUST00122,41,6,37280.86,4,4,4,444,12,Champions,3,0.7929990849522691,-0.2561477512749577
CUST00123,47,2,3186.48,3,1,1,311,5,Needs Attention,1,-1.7395982054564723,-1.2370803971614586
CUST00124,339,7,33671.21,1,4,4,144,9,At Risk,4,0.08095599809254489,1.9378120282685771
CUST00125,396,4,15724.07,1,2,2,122,5,About To Sleep,2,-1.6803751390589872,1.7256148926874666
CUST00126,153,3,5418.639999999999,2,1,1,211,4,Needs Attention,1,-1.6635403201503407,-0.32851389110248247
CUST00127,135,3,15633.89,2,1,2,212,5,Needs Attention,1,-1.2189174976479908,-0.2686607429703598
CUST00128,55,2,19862.27,3,1,2,312,6,Needs Attention,1,-1.1236078352789185,-0.8678770910622565
CUST00129,311,1,3450.24,1,1,1,111,3,Lost Customers,4,-2.806961740347843,0.5880002939715501
CUST00130,21,6,55510.93,4,4,5,445,13,Champions,0,1.5508549756582921,-0.061294572676066306
CUST00131,245,2,3935.85,1,1,1,111,3,Lost Customers,4,-2.292563888745209,0.21485251813628461
CUST00132,9,8,53494.14,5,5,5,555,15,Champions,0,2.112517355585116,0.00815188831813787
CUST00133,8,4,11917.13,5,2,1,521,8,Recent Customers,1,-0.6864632064416863,-1.1632137135334881
CUST00134,324,4,10556.550000000001,1,2,1,121,4,About To Sleep,4,-1.6670140366418387,1.1063175630138486
CUST00135,64,2,14519.810000000001,3,1,1,311,5,Needs Attention,1,-1.3549248445289694,-0.9021847563426417
CUST00136,214,6,58114.85,1,4,5,145,10,At Risk,0,1.0836981935744874,1.3889249667714614
CUST00137,92,3,23303.12,2,1,3,213,6,Needs Attention,1,-0.7984836797185332,-0.43786592302629207
CUST00138,110,3,10779.810000000001,2,1,1,211,4,Needs Attention,1,-1.3316174163405239,-0.5407783314396012
CUST00139,131,9,45991.99,2,5,5,255,12,At Risk,0,1.7682715910839275,0.8513129081220242
CUST00140,2,6,45535.0,5,4,5,545,14,Champions,3,1.2241118182436057,-0.38539127857206773
CUST00141,146,5,35110.39,2,3,4,234,9,About To Sleep,3,0.0994113174494731,0.36880030401290437
CUST00142,107,6,35310.64,2,4,4,244,10,At Risk,3,0.5235428723270003,0.18641329122128003
CUST00143,33,2,972.0,4,1,1,411,6,Recent Customers,1,-1.783389941478556,-1.3800672440725383
CUST00144,30,3,20173.8,4,1,2,412,7,Recent Customers,1,-0.736339360361747,-0.9465146408164402
CUST00145,92,5,22225.4,2,3,2,232,7,About To Sleep,3,-0.23606398847415694,-0.26375148955363
CUST00146,16,5,27166.75,5,3,3,533,11,Loyal Customers,3,0.17670989602153095,-0.7235068817805526
CUST00147,16,8,44051.22,5,5,4,554,14,Champions,0,1.7298291548507745,-0.11717889792977994
CUST00148,69,7,44208.07,3,4,5,345,12,Loyal Customers,3,1.2782613775941025,0.17354360571585883
CUST00149,39,7,44469.979999999996,4,4,5,445,13,Champions,3,1.3764420808357554,-0.03944180265987375
CUST00150,84,7,53903.12,3,4,5,345,12,Loyal Customers,0,1.605984750353995,0.4633506547731133
CUST00151,1,7,24362.56,5,4,3,543,12,Loyal Customers,3,0.7169902547976398,-0.6905373480746336
CUST00152,304,2,4543.9,1,1,1,111,3,Lost Customers,4,-2.4425817496917896,0.6546771601135251
CUST00153,17,6,36766.0,4,4,4,444,12,Champions,3,0.8437643679526438,-0.44005028966699367
CUST00154,2,2,11493.44,5,1,1,511,7,Recent Customers,1,-1.2888325348215783,-1.4089128347880813
CUST00155,2,7,38388.1,5,4,4,544,13,Champions,3,1.2519124539929345,-0.4216139221116791
CUST00156,5,3,13505.380000000001,5,1,1,511,7,Recent Customers,1,-0.9186167128834825,-1.252480629369981
CUST00157,719,3,7448.9,1,1,1,111,3,Lost Customers,2,-3.2485305880992263,3.8198737986654883
CUST00158,36,3,12913.27,4,1,1,411,6,Recent Customers,1,-1.032398024076922,-1.0383930584252439
CUST00159,81,3,19228.98,3,1,2,312,6,Needs Attention,1,-0.9224044906313982,-0.5937595005782206
CUST00160,42,3,23253.25,3,1,3,313,7,Potential Loyalists,1,-0.6535014313984677,-0.8019156528874977
CUST00161,36,2,9728.369999999999,4,1,1,411,6,Recent Customers,1,-1.456408924074713,-1.1949208916380405
CUST00162,142,4,13041.51,2,2,1,221,5,About To Sleep,1,-1.037022565759081,-0.16907736858889363
CUST00163,2,5,50889.68,5,3,5,535,13,Loyal Customers,3,1.1275820201226303,-0.38260436350621707
CUST00164,156,7,46375.39,2,4,5,245,11,At Risk,0,1.1057783395491225,0.8458048893431667
CUST00165,38,5,23648.440000000002,4,3,3,433,10,Loyal Customers,3,-0.022846099874574994,-0.6293720994069918
CUST00166,44,8,52665.96,3,5,5,355,13,Loyal Customers,0,1.977931510331122,0.24688487608950824
CUST00167,142,3,20057.74,2,1,2,212,5,Needs Attention,1,-1.0698342155843064,-0.1352925098299824
CUST00168,6,6,43047.33,5,4,4,544,13,Champions,3,1.1169615331056164,-0.4027518019935735
CUST00169,18,8,43590.59,4,5,4,454,13,Champions,0,1.7062888426124787,-0.11124765562914385
CUST00170,31,4,15769.56,4,2,2,422,8,Recent Customers,1,-0.6062993944509496,-0.9243077219154462
CUST00171,20,9,54303.54,4,5,5,455,14,Champions,0,2.413114277910293,0.20024855558401472
CUST00172,174,4,17561.7,2,2,2,222,6,About To Sleep,4,-0.9576921246987037,0.14764786403681127
CUST00173,248,6,43884.67,1,4,4,144,9,At Risk,4,0.43810204716518036,1.3703673159232435
CUST00174,4,3,12125.34,5,1,1,511,7,Recent Customers,1,-0.9686014474981693,-1.2854890982322782
CUST00175,3,3,19565.71,5,1,2,512,8,Recent Customers,1,-0.6803356374952894,-1.1539436430298713
CUST00176,102,5,36200.11,2,3,4,234,9,About To Sleep,3,0.2704679054921761,0.06958513344696196
CUST00177,91,5,31077.92,2,3,3,233,8,About To Sleep,3,0.10635582418638818,-0.10586090709886516
CUST00178,9,3,52214.92,5,1,5,515,11,Recent Customers,3,0.554089121957562,-0.5012643444551788
CUST00179,28,7,52434.65,4,4,5,445,13,Champions,0,1.7141930106976857,0.02926114382386026
CUST00180,26,4,22311.440000000002,4,2,2,422,8,Recent Customers,1,-0.34073785983076127,-0.8385740805764147
CUST00181,148,8,36015.5,2,5,4,254,11,At Risk,3,1.033868396205142,0.6915414785090455
CUST00182,142,8,40424.39,2,5,4,254,11,At Risk,0,1.2205706033550054,0.73021958547244
CUST00183,38,9,86844.49,4,5,5,455,14,Champions,0,3.6081326892936256,0.9380567959922536
CUST00184,26,4,17901.11,4,2,2,422,8,Recent Customers,1,-0.5098679257169495,-0.920853374613799
CUST00185,3,7,51253.35,5,4,5,545,14,Champions,0,1.7423391337719758,-0.17433691310134167
CUST00186,239,3,18581.010000000002,1,1,2,112,4,Lost Customers,4,-1.4114404783576855,0.5416091009166328
CUST00187,149,5,13823.41,2,3,1,231,6,About To Sleep,4,-0.7257286549460442,-0.006543290680828687
CUST00188,66,2,13584.18,3,1,1,311,5,Needs Attention,1,-1.3966807509055583,-0.9051151331652362
CUST00189,6,2,10008.01,5,1,1,511,7,Recent Customers,1,-1.357548299813961,-1.4075755284199731
CUST00190,17,7,35526.57,4,4,4,444,12,Champions,3,1.0981083213949072,-0.3660629350552135
CUST00191,66,7,52848.78,3,4,5,345,12,Loyal Customers,0,1.6184343569721982,0.31295787815793447
CUST00192,46,5,29718.83,3,3,3,333,9,Loyal Customers,3,0.18644182383085964,-0.45802356267517863
CUST00193,242,2,16869.030000000002,1,1,2,112,4,Lost Customers,4,-1.7877806117443762,0.4343472837107681
CUST00194,31,1,3435.9,4,1,1,411,6,Recent Customers,1,-1.9849013733633785,-1.4457356111931894
CUST00195,6,7,30939.43,5,4,3,543,12,Loyal Customers,3,0.9545146688126854,-0.531527061260231
CUST00196,186,3,6066.820000000001,1,1,1,111,3,Lost Customers,1,-1.7356340101469052,-0.07676264585903453
CUST00197,109,6,10822.18,2,4,1,241,7,At Risk,1,-0.4214315437089997,-0.2559196303048914
CUST00198,3,5,45344.27,5,3,5,535,13,Loyal Customers,3,0.9119853096319614,-0.47879736865860906
CUST00199,289,3,16466.99,1,1,2,112,4,Lost Customers,4,-1.6394049203617755,0.8652892118208542
CUST00200,183,4,30242.82,1,2,3,123,6,About To Sleep,4,-0.497829727213888,0.449588832855534
CUST00201,8,4,18372.99,5,2,2,522,9,Recent Customers,1,-0.4388898894445438,-1.0427729294642263
CUST00202,41,3,28805.3,4,1,3,413,8,Recent Customers,1,-0.4376500860760553,-0.7055987716277832
CUST00203,26,3,17466.15,4,1,2,412,7,Recent Customers,1,-0.8284224237259857,-1.026078216475571
CUST00204,7,3,21876.68,5,1,2,512,8,Recent Customers,1,-0.6034647044105836,-1.0817805454208524
CUST00205,52,4,20579.94,3,2,2,322,7,Needs Attention,1,-0.4835237349022204,-0.6820549506562195
CUST00206,116,5,29000.82,2,3,3,233,8,About To Sleep,3,-0.04674543981467083,0.03694830824500081
CUST00207,289,5,29368.39,1,3,3,133,7,About To Sleep,4,-0.5409052789479265,1.3001986708049587
CUST00208,273,3,27640.510000000002,1,1,3,113,5,Lost Customers,4,-1.163909554260196,0.9575446577777225
CUST00209,381,1,2534.42,1,1,1,111,3,Lost Customers,2,-3.047734744364943,1.0792818135680111
CUST00210,12,4,20340.94,5,2,2,522,9,Recent Customers,1,-0.3751732997310327,-0.977009226784998
CUST00211,127,10,62016.08,2,5,5,255,12,At Risk,0,2.6963992752395534,1.2183196386226507
CUST00212,64,8,39109.97,3,5,4,354,12,Loyal Customers,0,1.3993201338354448,0.13923152214642676
CUST00213,53,9,37902.77,3,5,4,354,12,Loyal Customers,0,1.687216895947293,0.13393390324640547
CUST00214,8,8,21256.39,5,5,2,552,12,Loyal Customers,3,0.879182049607994,-0.6005392606180616
CUST00215,95,8,42319.09,2,5,4,254,11,At Risk,0,1.4313107445500155,0.4242349930065276
CUST00216,323,3,13474.55,1,1,1,111,3,Lost Customers,4,-1.854049254409683,1.0563832908376751
CUST00217,16,5,43264.51,5,3,4,534,12,Loyal Customers,3,0.7940367648544858,-0.42318642313386545
CUST00218,298,1,4391.65,1,1,1,111,3,Lost Customers,4,-2.7326673462805275,0.5111522450174809
CUST00219,384,4,22123.38,1,2,2,122,5,About To Sleep,4,-1.399715709929025,1.7578520329280252
CUST00220,78,5,22073.52,3,3,2,332,8,Loyal Customers,3,-0.20075786245488506,-0.36825838782560355
CUST00221,69,4,18400.45,3,2,2,322,7,Needs Attention,1,-0.6170483629932723,-0.5992550237758717
CUST00222,100,4,20902.08,2,2,2,222,6,About To Sleep,1,-0.6121890169037563,-0.32745051483891674
CUST00223,62,12,44634.369999999995,3,5,5,355,13,Loyal Customers,0,2.824546564055353,0.6162110191924147
CUST00224,79,9,57184.47,3,5,5,355,13,Loyal Customers,0,2.3502582266585423,0.6824761383461145
CUST00225,141,5,13802.68,2,3,1,231,6,About To Sleep,1,-0.7030204707890201,-0.06502912689676156
CUST00226,19,5,29354.47,4,3,3,433,10,Loyal Customers,3,0.25179225566431984,-0.6609055281961781
CUST00227,315,3,12533.050000000001,1,1,1,111,3,Lost Customers,4,-1.866651328388904,0.9807195324320644
CUST00228,54,7,42128.17,3,4,4,344,11,Loyal Customers,3,1.2425684926283678,0.02580510164022423
CUST00229,19,5,10218.42,4,3,1,431,8,Loyal Customers,1,-0.48204883951481475,-1.0179084474026974
CUST00230,54,5,27097.06,3,3,3,333,9,Loyal Customers,3,0.06239741333606664,-0.4488363128447969
CUST00231,33,5,46073.9,4,3,5,435,12,Loyal Customers,3,0.8518287963100634,-0.24731375012403836
CUST00232,15,2,14385.73,5,1,1,511,7,Recent Customers,1,-1.216109827314209,-1.260543124291425
CUST00233,414,5,28990.559999999998,1,3,3,133,7,About To Sleep,4,-0.9226312726585391,2.200948241947407
CUST00234,14,8,35064.0,5,5,4,554,14,Champions,3,1.391057464816491,-0.29936961019549846
CUST00235,3,6,36030.01,5,4,4,544,13,Champions,3,0.8566706819885084,-0.5554543676149046
CUST00236,136,4,11156.13,2,2,1,221,5,About To Sleep,1,-1.0916969222236088,-0.24782541614923928
CUST00237,35,6,34533.35,4,4,4,444,12,Champions,3,0.7052632333836427,-0.35097973082416817
CUST00238,14,9,75050.16,5,5,5,555,15,Champions,0,3.2263458720517773,0.5437240111751527
CUST00239,25,6,31094.59,4,4,3,443,11,Loyal Customers,3,0.602770474283314,-0.48775724645338875
CUST00240,6,5,45693.649999999994,5,3,5,535,13,Loyal Customers,3,0.9165698685838235,-0.4504921601247604
CUST00241,31,10,50766.2,4,5,5,455,14,Champions,0,2.5470197230466587,0.31125226641260456
CUST00242,195,4,30353.5,1,2,3,123,6,About To Sleep,4,-0.528840028587327,0.5388023281434804
CUST00243,117,5,27925.239999999998,2,3,3,233,8,About To Sleep,3,-0.09093034157445982,0.024144631525429384
CUST00244,18,3,29285.94,4,1,3,413,8,Recent Customers,1,-0.35164664650297134,-0.8636668348788845
CUST00245,193,8,52494.87,1,5,5,155,11,At Risk,0,1.5336242570603646,1.3257886864992559
CUST00246,51,4,10072.64,3,2,1,321,6,Needs Attention,1,-0.8835262879478114,-0.8853419495368272
CUST00247,10,4,52418.200000000004,5,2,5,525,12,Recent Customers,3,0.8608211179821902,-0.3930993469380428
CUST00248,15,8,30953.15,5,5,3,553,13,Loyal Customers,3,1.2304741495406226,-0.36879940623331836
CUST00249,192,5,36634.74,1,3,4,134,8,About To Sleep,4,0.022724916741128448,0.7313084438651611
CUST00250,69,4,22609.41,3,2,2,322,7,Needs Attention,1,-0.4556405585631432,-0.5207324965655293
CUST00251,18,5,56004.26,4,3,5,435,12,Loyal Customers,3,1.2767127990398641,-0.1709883601134175
CUST00252,375,4,15264.140000000001,1,2,2,122,5,About To Sleep,4,-1.6363170480415303,1.5645242917748894
CUST00253,6,4,15364.35,5,2,2,522,9,Recent Customers,1,-0.5483912914718422,-1.1134270125557049
CUST00254,22,3,16610.75,4,1,2,412,7,Recent Customers,1,-0.8494742571056899,-1.0710861415641673
CUST00255,28,5,52283.36,4,3,5,435,12,Loyal Customers,3,1.1046424829229853,-0.16778174968804743
CUST00256,252,2,8337.51,1,1,1,111,3,Lost Customers,4,-2.144331562542427,0.3478067737433054
CUST00257,6,12,52093.04,5,5,5,555,15,Champions,0,3.2750983171479375,0.3486665914847546
CUST00258,233,3,17721.84,1,1,2,112,4,Lost Customers,4,-1.4267610982734595,0.48200606843091975
CUST00259,1,9,59336.39,5,5,5,555,15,Champions,0,2.6619371099502063,0.15615625361298346
CUST00260,77,6,53125.04,3,4,5,345,12,Loyal Customers,0,1.294837331266449,0.3008878429388393
CUST00261,5,2,10965.4,5,1,1,511,7,Recent Customers,1,-1.3178958213619718,-1.396976809098664
CUST00262,25,7,51887.2,4,4,5,445,13,Champions,0,1.7020127407332513,-0.0027392666041744043
CUST00263,24,2,15506.45,4,1,2,412,7,Recent Customers,1,-1.1995728076742915,-1.1742734432878492
