customer_id,segment,region,acquisition_channel,total_revenue,recency_days,order_frequency,churn_probability,churn_risk,churned
CUST00140,Enterprise,South,Direct,2029.79,6,1.0,0.08534105859078832,Low Risk,0
CUST00141,Enterprise,East,Direct,21673.64,108,0.17118402282453637,0.40149672488202054,Medium Risk,0
CUST00142,B2C,Central,Referral,26933.3,71,0.27842227378190254,0.26417043597827905,Low Risk,0
CUST00144,Enterprise,South,Paid Search,263.82,152,0.19736842105263158,0.16030114535848353,Low Risk,0
CUST00145,B2C,North,Email,14967.42,171,0.32608695652173914,0.20823228823389045,Low Risk,0
CUST00146,Enterprise,West,Paid Search,10641.51,9,0.9677419354838709,0.11481810867116762,Low Risk,0
CUST00147,B2C,West,Email,29777.489999999998,45,0.5136986301369864,0.18111088309487672,Low Risk,0
CUST00148,B2C,North,Social Media,41237.71,139,0.39823008849557523,0.27407018005386,Low Risk,0
CUST00149,B2B,East,Affiliate,33886.62,10,0.4123711340206186,0.29539846479368803,Low Risk,0
CUST00150,B2C,Central,Organic Search,46046.03,213,0.3614457831325301,0.24391658939130487,Low Risk,0
CUST00152,Enterprise,East,Organic Search,4543.9,123,0.2158273381294964,0.2128088377360867,Low Risk,1
CUST00153,B2C,West,Direct,27191.64,199,0.2857142857142857,0.28022043412854036,Low Risk,0
CUST00156,Enterprise,West,Referral,6610.92,32,0.45112781954887216,0.11574958415523247,Low Risk,0
CUST00157,B2C,Central,Email,7448.9,538,0.12534818941504178,0.3965383168310796,Medium Risk,1
CUST00158,Enterprise,South,Affiliate,4894.05,7,1.0,0.061533863691117734,Low Risk,0
CUST00159,B2C,East,Referral,11800.58,444,0.12295081967213116,0.24678314401267515,Low Risk,0
CUST00162,B2C,Central,Affiliate,10567.92,226,0.19693654266958427,0.28292858663101905,Low Risk,0
CUST00164,B2B,East,Organic Search,32767.41,132,0.7075471698113208,0.19109842658674261,Low Risk,0
CUST00165,B2B,South,Social Media,1626.21,134,0.22388059701492538,0.2034938453970203,Low Risk,0
CUST00166,Enterprise,East,Email,28170.25,71,0.3184713375796179,0.27050275020984565,Low Risk,0
CUST00167,Enterprise,West,Paid Search,15329.77,28,0.24590163934426232,0.18528990349495125,Low Risk,0
CUST00169,B2C,East,Referral,4028.5099999999998,1,1.0714285714285714,0.08430179498529357,Low Risk,0
CUST00170,B2C,North,Email,2555.74,181,0.16574585635359115,0.14833333761100376,Low Risk,0
CUST00171,B2C,South,Referral,9545.939999999999,22,1.0,0.0762477449589665,Low Risk,0
CUST00172,B2C,North,Organic Search,8895.86,132,0.40358744394618834,0.1827703634635058,Low Risk,0
CUST00173,B2C,Central,Email,43884.67,67,0.2931596091205212,0.3403571346882653,Medium Risk,1
CUST00174,B2B,South,Referral,4696.4,14,1.0,0.07006597834798661,Low Risk,0
CUST00176,Enterprise,North,Social Media,22880.63,130,0.22613065326633164,0.2423694628414209,Low Risk,0
CUST00177,B2C,East,Organic Search,8914.05,36,0.4,0.17178738551654588,Low Risk,0
CUST00179,B2C,Central,Paid Search,5253.95,22,1.0,0.06279179876814492,Low Risk,0
CUST00180,B2C,North,Paid Search,9941.08,266,0.15332197614991483,0.3438800702258021,Medium Risk,0
CUST00181,B2C,North,Organic Search,31091.300000000003,13,0.4772727272727273,0.309569365315227,Low Risk,0
CUST00182,B2C,Central,Paid Search,34905.11,60,0.5678233438485805,0.19673475536574084,Low Risk,0
CUST00183,B2C,Central,Organic Search,46124.14,4,0.2949438202247191,0.4749728240498462,Medium Risk,0
CUST00184,B2C,North,Paid Search,9252.29,91,0.2912621359223301,0.23907413736208158,Low Risk,0
CUST00186,B2B,West,Email,18581.010000000002,58,0.5202312138728323,0.18025926933885045,Low Risk,1
CUST00187,B2C,North,Direct,9896.09,29,0.3488372093023256,0.25450974082247224,Low Risk,0
CUST00188,Enterprise,West,Direct,7068.9400000000005,17,1.0,0.07780219279145303,Low Risk,0
CUST00191,B2C,North,Social Media,20333.19,67,0.5844155844155844,0.16462492850879562,Low Risk,0
CUST00192,B2C,North,Organic Search,2415.9300000000003,148,0.20547945205479454,0.24354707679838378,Low Risk,0
CUST00193,B2C,South,Direct,16869.030000000002,61,0.09216589861751152,0.4178591777274629,Medium Risk,1
CUST00195,B2C,East,Direct,20722.5,102,0.189873417721519,0.4841929083434352,Medium Risk,0
CUST00196,B2B,South,Social Media,6066.820000000001,5,0.13432835820895522,0.42728360647938274,Medium Risk,1
CUST00197,B2C,Central,Email,10280.11,6,0.20435967302452318,0.42910652998738497,Medium Risk,0
CUST00199,Enterprise,East,Social Media,16466.99,108,0.13024602026049203,0.41482317608674707,Medium Risk,1
CUST00200,B2C,North,Referral,30242.82,2,0.2222222222222222,0.3378651711006374,Medium Risk,1
CUST00201,B2C,West,Paid Search,8020.0,46,0.6521739130434783,0.08913543610834782,Low Risk,0
CUST00202,B2C,Central,Organic Search,10881.419999999998,292,0.1729106628242075,0.26637707002706834,Low Risk,0
CUST00204,B2B,South,Organic Search,14223.739999999998,113,0.5,0.2117797951494384,Low Risk,0
CUST00205,B2C,West,Social Media,8525.51,406,0.11278195488721804,0.3726672636657225,Medium Risk,0
CUST00206,B2C,North,Paid Search,23760.37,191,0.3157894736842105,0.23274358835911202,Low Risk,0
CUST00207,B2C,North,Email,29368.39,108,0.3731343283582089,0.2707596769683758,Low Risk,1
CUST00208,B2C,Central,Referral,27640.510000000002,92,0.2857142857142857,0.20369717911256666,Low Risk,1
CUST00209,B2C,West,Organic Search,2534.42,200,0.15,0.2194143207538368,Low Risk,1
CUST00210,B2C,West,Email,8734.369999999999,56,0.26548672566371684,0.19726262512869447,Low Risk,0
CUST00211,B2B,West,Social Media,58438.7,14,0.45226130653266333,0.41843900164043657,Medium Risk,0
CUST00212,B2C,Central,Organic Search,22116.38,225,0.2425876010781671,0.40256446598771645,Medium Risk,0
CUST00213,B2C,South,Referral,15871.16,49,0.5844155844155844,0.20675502002155915,Low Risk,0
CUST00214,B2B,East,Affiliate,14876.34,42,0.7438016528925621,0.14527539056466318,Low Risk,0
CUST00215,B2C,East,Direct,34471.479999999996,51,0.5817174515235457,0.21594063903633073,Low Risk,0
CUST00216,B2B,West,Affiliate,13474.55,142,0.1512605042016807,0.4213188126257459,Medium Risk,1
CUST00218,B2C,West,Affiliate,4391.65,117,0.25641025641025644,0.14403073840569824,Low Risk,1
CUST00219,B2C,North,Email,22123.38,203,0.14598540145985403,0.5155511485992331,Medium Risk,1
CUST00220,B2C,North,Affiliate,3896.45,61,0.5084745762711864,0.18758947900097683,Low Risk,0
CUST00222,B2C,South,Email,7939.879999999999,131,0.3076923076923077,0.24132375234366377,Low Risk,0
CUST00223,Enterprise,East,Organic Search,33330.31,2,0.44609665427509293,0.3372254797021841,Medium Risk,0
CUST00224,Enterprise,West,Direct,57087.11,95,0.3858520900321543,0.3465548900720553,Medium Risk,0
CUST00225,B2C,East,Affiliate,10423.119999999999,189,0.20905923344947736,0.3387075475713133,Medium Risk,0
CUST00227,B2C,South,Direct,12533.050000000001,134,0.25280898876404495,0.2632200327731622,Low Risk,1
CUST00228,B2C,South,Organic Search,25270.36,26,0.43478260869565216,0.25690342754442597,Low Risk,0
CUST00229,B2C,South,Affiliate,4672.27,264,0.20689655172413796,0.21349972169936932,Low Risk,0
CUST00230,B2C,Central,Social Media,19420.16,27,1.0588235294117647,0.07796530562852827,Low Risk,0
CUST00231,B2C,South,Paid Search,9150.58,177,0.1694915254237288,0.1558605131767588,Low Risk,0
CUST00232,B2B,Central,Affiliate,3559.1000000000004,55,0.5454545454545455,0.19498658590762766,Low Risk,0
CUST00233,B2C,Central,Email,28990.559999999998,233,0.17985611510791366,0.4825834586723237,Medium Risk,1
CUST00234,B2B,South,Organic Search,28342.18,131,0.375,0.3719015976840197,Medium Risk,0
CUST00236,Enterprise,East,Affiliate,8081.88,261,0.19271948608137046,0.27950367899866685,Low Risk,0
CUST00237,B2C,West,Social Media,30418.9,50,0.6224066390041494,0.182612785049164,Low Risk,0
CUST00238,B2B,South,Paid Search,10660.36,9,1.3953488372093024,0.08036698729994289,Low Risk,0
CUST00240,B2C,East,Direct,31508.879999999997,178,0.2284263959390863,0.24095381601175606,Low Risk,0
CUST00241,B2B,West,Organic Search,21346.81,104,0.2857142857142857,0.45211290817961103,Medium Risk,0
CUST00242,B2C,South,Organic Search,30353.5,14,0.42402826855123676,0.21197755678473465,Low Risk,1
CUST00243,B2B,East,Paid Search,25576.93,182,0.15056461731493098,0.46831936625271237,Medium Risk,0
CUST00245,Enterprise,Central,Direct,52494.87,12,0.4809619238476954,0.2691801381240977,Low Risk,1
CUST00246,B2C,South,Organic Search,9930.64,121,0.16216216216216217,0.3431758000444359,Medium Risk,0
CUST00248,B2C,Central,Paid Search,3131.62,33,0.9090909090909091,0.07232326870474115,Low Risk,0
CUST00249,B2C,South,Paid Search,36634.74,11,0.18610421836228289,0.479127884023148,Medium Risk,1
CUST00250,Enterprise,North,Direct,7538.58,292,0.08670520231213873,0.4345097501905244,Medium Risk,0
CUST00251,B2C,West,Email,24723.61,3,1.9148936170212767,0.04671512514398896,Low Risk,0
CUST00252,B2C,East,Referral,15264.140000000001,194,0.1869158878504673,0.36966034478959126,Medium Risk,1
CUST00254,B2C,West,Affiliate,8460.3,171,0.09950248756218905,0.3329936461254564,Medium Risk,0
CUST00255,B2C,South,Paid Search,23252.6,88,0.625,0.1225379073375224,Low Risk,0
CUST00256,B2C,Central,Organic Search,8337.51,71,0.17857142857142858,0.20651362598098758,Low Risk,1
CUST00257,B2C,East,Affiliate,32206.4,176,0.3232758620689655,0.3009564886157298,Low Risk,0
CUST00258,B2C,West,Paid Search,17721.84,52,0.3191489361702127,0.24377881735388957,Low Risk,1
CUST00259,B2B,East,Referral,6023.14,10,0.7142857142857143,0.10420836623707908,Low Risk,0
CUST00260,B2C,Central,Organic Search,18539.739999999998,30,0.5202312138728323,0.15248095909230272,Low Risk,0
CUST00262,B2B,North,Social Media,20724.2,72,0.7228915662650602,0.16149025138288658,Low Risk,0
CUST00263,B2C,North,Email,4829.4,119,0.25210084033613445,0.12128214665118925,Low Risk,0
CUST00265,B2C,East,Direct,2826.25,124,0.4347826086956522,0.16066973239245677,Low Risk,0
CUST00266,B2C,East,Affiliate,35825.56,334,0.1461038961038961,0.3093698100848872,Low Risk,0
CUST00267,B2C,West,Social Media,7172.72,196,0.09345794392523366,0.33112308994276646,Medium Risk,0
CUST00268,B2C,West,Direct,40130.85,67,0.4109589041095891,0.27680079137482616,Low Risk,0
CUST00269,Enterprise,South,Social Media,13056.539999999999,9,0.18828451882845187,0.276907018635338,Low Risk,0
CUST00270,B2C,North,Referral,8342.32,27,0.15384615384615385,0.3661206047179697,Medium Risk,1
CUST00272,B2B,South,Direct,3402.8,86,0.20594965675057209,0.34136090804008823,Medium Risk,0
CUST00273,B2B,South,Organic Search,7769.65,98,0.17408123791102514,0.37118393587824144,Medium Risk,0
CUST00274,B2C,Central,Organic Search,11860.95,13,2.0,0.03036266917791707,Low Risk,0
CUST00275,B2C,Central,Email,6801.5,239,0.23715415019762845,0.19803393028690588,Low Risk,0
CUST00276,B2C,West,Direct,23865.04,208,0.2097902097902098,0.46529395978853094,Medium Risk,1
CUST00277,B2B,South,Paid Search,29402.9,4,1.7307692307692306,0.06074672163170396,Low Risk,1
CUST00278,B2C,Central,Paid Search,28153.82,92,0.22871664548919948,0.48247301946062743,Medium Risk,0
CUST00279,B2B,East,Social Media,22733.25,398,0.07537688442211055,0.2647933103266139,Low Risk,0
CUST00281,B2C,South,Direct,17185.0,43,0.3146853146853147,0.35105772531864443,Medium Risk,0
CUST00282,B2B,North,Organic Search,17263.94,38,0.547112462006079,0.24586786122295282,Low Risk,0
CUST00285,B2C,West,Organic Search,16253.240000000002,188,0.39164490861618795,0.2487828459655733,Low Risk,0
CUST00286,B2C,West,Social Media,17767.46,62,0.20100502512562815,0.4134543913926055,Medium Risk,0
CUST00287,Enterprise,East,Paid Search,15198.59,33,0.48,0.17220969354978743,Low Risk,0
CUST00288,B2C,South,Social Media,9498.490000000002,2,2.0,0.03853042112019476,Low Risk,0
CUST00289,Enterprise,East,Affiliate,17041.09,95,0.1863354037267081,0.3847257366529853,Medium Risk,1
CUST00290,Enterprise,East,Referral,32335.41,103,0.28517110266159695,0.3020438850027421,Low Risk,0
CUST00291,B2C,West,Social Media,59782.45,127,0.3742203742203742,0.3036748112294247,Low Risk,0
CUST00292,Enterprise,West,Paid Search,15498.45,312,0.12016021361815755,0.40566871576526137,Medium Risk,0
CUST00293,B2C,West,Affiliate,39018.94,77,0.42016806722689076,0.2455894113901405,Low Risk,0
CUST00294,B2B,North,Email,22691.22,11,2.9032258064516125,0.02028373359461118,Low Risk,0
CUST00295,B2C,East,Organic Search,11995.15,41,1.3953488372093024,0.06545241862780186,Low Risk,0
CUST00296,B2C,East,Direct,16312.41,103,0.24793388429752067,0.283588443836449,Low Risk,0
CUST00297,B2C,Central,Organic Search,32692.35,55,0.2696629213483146,0.2618384190722126,Low Risk,1
CUST00298,B2C,South,Direct,4798.18,138,0.16348773841961853,0.28842550094132485,Low Risk,0
CUST00299,B2B,South,Affiliate,27462.27,108,0.14906832298136646,0.4930015455166878,Medium Risk,1
CUST00300,B2C,Central,Direct,39631.8,24,0.6666666666666666,0.15215732756177502,Low Risk,0
CUST00301,B2C,Central,Affiliate,19262.35,196,0.2173913043478261,0.16946554578943418,Low Risk,0
CUST00302,B2C,East,Organic Search,5479.87,72,0.759493670886076,0.1047670056663712,Low Risk,0
CUST00304,Enterprise,East,Affiliate,27430.32,148,0.1274787535410765,0.3447749819283422,Medium Risk,1
CUST00305,B2C,Central,Direct,20591.989999999998,284,0.19027484143763213,0.27780601338521044,Low Risk,1
CUST00307,B2C,West,Paid Search,27673.43,294,0.23148148148148145,0.3927047954744932,Medium Risk,1
CUST00309,B2C,Central,Social Media,6727.71,65,0.21897810218978103,0.2589969962918133,Low Risk,1
CUST00310,B2C,South,Direct,974.92,21,1.0,0.0876344749916719,Low Risk,0
CUST00311,B2C,Central,Paid Search,33000.78,42,0.42134831460674155,0.19484099742320612,Low Risk,0
CUST00312,B2B,East,Referral,8996.6,253,0.1477832512315271,0.26721070368211125,Low Risk,0
CUST00313,Enterprise,Central,Affiliate,7974.139999999999,25,0.375,0.18703852191490106,Low Risk,0
CUST00314,B2C,Central,Email,23097.84,30,0.39603960396039606,0.19933409432353244,Low Risk,1
CUST00315,B2C,North,Email,30368.75,4,0.4861111111111111,0.2999260699477732,Low Risk,0
CUST00316,B2C,Central,Direct,24237.42,10,1.8181818181818183,0.06528143493282988,Low Risk,0
CUST00317,B2C,Central,Organic Search,16170.87,410,0.2662721893491124,0.36889426480656057,Medium Risk,0
CUST00318,B2C,North,Social Media,30339.02,36,0.28169014084507044,0.3077771232420181,Low Risk,0
CUST00319,Enterprise,North,Paid Search,20602.82,249,0.07957559681697612,0.32624704370849245,Low Risk,1
CUST00320,B2C,East,Referral,37940.68,10,0.8910891089108911,0.09504888585470435,Low Risk,0
CUST00322,Enterprise,North,Email,20685.02,11,0.3409090909090909,0.17782509345634234,Low Risk,0
CUST00323,B2C,North,Direct,28281.309999999998,102,0.27027027027027023,0.18786125594181743,Low Risk,0
CUST00324,B2C,Central,Paid Search,18387.99,26,0.379746835443038,0.2860398944821501,Low Risk,0
CUST00325,B2C,East,Email,29578.78,141,0.4090909090909091,0.17056660350442623,Low Risk,0
CUST00326,B2C,East,Affiliate,403.03,327,0.09174311926605504,0.33248844471846734,Medium Risk,1
CUST00328,B2C,West,Paid Search,85119.98,106,0.41594454072790293,0.3710508780306753,Medium Risk,1
CUST00329,Enterprise,East,Social Media,33992.0,143,0.5504587155963303,0.1409044771856334,Low Risk,0
CUST00330,B2C,East,Organic Search,18110.3,3,2.0,0.050889467693929144,Low Risk,0
CUST00331,B2C,West,Referral,11067.8,4,1.0714285714285714,0.07632551776268476,Low Risk,0
CUST00332,B2C,East,Paid Search,9863.83,598,0.14492753623188406,0.3548037617073497,Medium Risk,1
CUST00333,B2C,East,Direct,19470.38,96,0.4411764705882353,0.20846536320430442,Low Risk,0
CUST00335,Enterprise,North,Organic Search,3775.77,39,0.7692307692307692,0.06693951165484276,Low Risk,0
CUST00336,B2C,Central,Social Media,13805.119999999999,53,0.6315789473684211,0.18338987257815248,Low Risk,0
CUST00337,B2C,Central,Direct,11028.05,270,0.1393188854489164,0.3745983962966024,Medium Risk,0
CUST00338,B2C,West,Organic Search,11174.74,47,0.47244094488188976,0.14642017568341043,Low Risk,0
CUST00340,B2C,North,Referral,34794.28,10,0.36971830985915494,0.3432816962069601,Medium Risk,0
CUST00341,B2C,West,Email,47977.77,53,0.22756005056890014,0.4481743091738891,Medium Risk,0
CUST00343,B2C,South,Social Media,1301.7,180,0.16666666666666666,0.15629323493150576,Low Risk,0
CUST00344,B2B,South,Paid Search,1934.5,24,1.9354838709677418,0.04016238410479445,Low Risk,0
