item_id,order_id,product_id,quantity,unit_price,discount_pct,final_price,line_total,cost_total
ITEM0000011090,ORD0000011,PROD0091,5,1170.84,0.05,1112.3,5561.5,3778.75
ITEM0000012011,ORD0000012,PROD0012,1,2573.2,0.05,2444.54,2444.54,761.88
ITEM0000012054,ORD0000012,PROD0055,4,1316.97,0.05,1251.12,5004.48,2910.56
ITEM0000013146,ORD0000013,PROD0147,1,1147.03,0.1,1032.33,1032.33,584.29
ITEM0000013003,ORD0000013,PROD0004,4,1301.7,0.1,1171.53,4686.12,2742.84
ITEM0000014084,ORD0000014,PROD0085,3,2532.05,0.0,2532.05,7596.15,2333.25
ITEM0000014045,ORD0000014,PROD0046,4,1156.23,0.0,1156.23,4624.92,1355.64
ITEM0000014099,ORD0000014,PROD0100,1,1277.87,0.0,1277.87,1277.87,692.81
ITEM0000014058,ORD0000014,PROD0059,2,806.32,0.0,806.32,1612.64,748.44
ITEM0000015079,ORD0000015,PROD0080,4,1095.16,0.0,1095.16,4380.64,1809.96
ITEM0000015052,ORD0000015,PROD0053,1,646.04,0.0,646.04,646.04,417.29
ITEM0000015069,ORD0000015,PROD0070,4,1063.47,0.0,1063.47,4253.88,1839.24
ITEM0000016002,ORD0000016,PROD0003,1,965.88,0.1,869.29,869.29,336.44
ITEM0000016101,ORD0000016,PROD0102,4,1324.98,0.1,1192.48,4769.92,2287.64
ITEM0000017125,ORD0000017,PROD0126,3,1001.16,0.0,1001.16,3003.48,2382.54
ITEM0000017017,ORD0000017,PROD0018,2,513.98,0.0,513.98,1027.96,424.54
ITEM0000017046,ORD0000017,PROD0047,3,1473.13,0.0,1473.13,4419.39,2010.15
ITEM0000017137,ORD0000017,PROD0138,4,50.39,0.0,50.39,201.56,90.32
ITEM0000018051,ORD0000018,PROD0052,1,647.34,0.15,550.24,550.24,300.5
ITEM0000019058,ORD0000019,PROD0059,1,806.32,0.0,806.32,806.32,374.22
ITEM0000020112,ORD0000020,PROD0113,4,1430.49,0.1,1287.44,5149.76,1795.96
ITEM0000020036,ORD0000020,PROD0037,5,1492.14,0.1,1342.93,6714.65,3819.8
ITEM0000021011,ORD0000021,PROD0012,2,2573.2,0.05,2444.54,4889.08,1523.76
ITEM0000021145,ORD0000021,PROD0146,3,2155.57,0.05,2047.79,6143.37,1860.36
ITEM0000021003,ORD0000021,PROD0004,3,1301.7,0.05,1236.62,3709.86,2057.13
ITEM0000022074,ORD0000022,PROD0075,5,433.01,0.0,433.01,2165.05,1720.4
ITEM0000023112,ORD0000023,PROD0113,1,1430.49,0.0,1430.49,1430.49,448.99
ITEM0000024014,ORD0000024,PROD0015,5,140.73,0.0,140.73,703.65,466.35
ITEM0000024028,ORD0000024,PROD0029,1,503.79,0.0,503.79,503.79,225.11
ITEM0000024016,ORD0000024,PROD0017,5,997.27,0.0,997.27,4986.35,2258.3
ITEM0000024104,ORD0000024,PROD0105,2,1798.04,0.0,1798.04,3596.08,1342.74
ITEM0000024132,ORD0000024,PROD0133,3,355.67,0.0,355.67,1067.01,335.76
ITEM0000025014,ORD0000025,PROD0015,4,140.73,0.0,140.73,562.92,373.08
ITEM0000026005,ORD0000026,PROD0006,5,994.05,0.0,994.05,4970.25,1683.05
ITEM0000026121,ORD0000026,PROD0122,4,1681.92,0.0,1681.92,6727.68,2128.96
ITEM0000027116,ORD0000027,PROD0117,4,318.31,0.1,286.48,1145.92,612.08
ITEM0000028044,ORD0000028,PROD0045,3,912.46,0.15,775.59,2326.77,1154.97
ITEM0000028099,ORD0000028,PROD0100,2,1277.87,0.15,1086.19,2172.38,1385.62
ITEM0000029138,ORD0000029,PROD0139,2,762.92,0.0,762.92,1525.84,1133.04
ITEM0000029058,ORD0000029,PROD0059,3,806.32,0.0,806.32,2418.96,1122.66
ITEM0000029102,ORD0000029,PROD0103,2,768.74,0.0,768.74,1537.48,1068.34
ITEM0000030118,ORD0000030,PROD0119,2,380.98,0.05,361.93,723.86,523.18
ITEM0000030093,ORD0000030,PROD0094,5,1337.17,0.05,1270.31,6351.55,2978.05
ITEM0000030086,ORD0000030,PROD0087,2,1509.16,0.05,1433.7,2867.4,1176.2
ITEM0000030083,ORD0000030,PROD0084,2,150.5,0.05,142.98,285.96,87.78
ITEM0000030102,ORD0000030,PROD0103,2,768.74,0.05,730.3,1460.6,1068.34
ITEM0000031118,ORD0000031,PROD0119,4,380.98,0.15,323.83,1295.32,1046.36
ITEM0000031140,ORD0000031,PROD0141,3,1902.6,0.15,1617.21,4851.63,1694.55
ITEM0000032105,ORD0000032,PROD0106,2,493.42,0.0,493.42,986.84,389.4
ITEM0000032013,ORD0000032,PROD0014,2,98.63,0.0,98.63,197.26,99.22
ITEM0000033006,ORD0000033,PROD0007,2,788.94,0.1,710.05,1420.1,1036.82
ITEM0000033052,ORD0000033,PROD0053,3,646.04,0.1,581.44,1744.32,1251.87
ITEM0000033098,ORD0000033,PROD0099,5,1591.13,0.1,1432.02,7160.1,3403.6
ITEM0000033145,ORD0000033,PROD0146,2,2155.57,0.1,1940.01,3880.02,1240.24
ITEM0000034033,ORD0000034,PROD0034,3,507.48,0.1,456.73,1370.19,492.78
ITEM0000034124,ORD0000034,PROD0125,5,1773.27,0.1,1595.94,7979.7,3997.75
ITEM0000035021,ORD0000035,PROD0022,1,34.48,0.1,31.03,31.03,23.39
ITEM0000035005,ORD0000035,PROD0006,3,994.05,0.1,894.64,2683.92,1009.83
ITEM0000035002,ORD0000035,PROD0003,1,965.88,0.1,869.29,869.29,336.44
ITEM0000036080,ORD0000036,PROD0081,5,635.8,0.0,635.8,3179.0,940.95
ITEM0000037040,ORD0000037,PROD0041,4,539.28,0.1,485.35,1941.4,1289.4
ITEM0000037038,ORD0000037,PROD0039,1,781.67,0.1,703.5,703.5,619.01
ITEM0000037041,ORD0000037,PROD0042,5,1834.5,0.1,1651.05,8255.25,3877.75
ITEM0000038063,ORD0000038,PROD0064,1,1063.77,0.05,1010.58,1010.58,575.23
ITEM0000038029,ORD0000038,PROD0030,2,1030.47,0.05,978.95,1957.9,1040.06
ITEM0000038037,ORD0000038,PROD0038,4,260.52,0.05,247.49,989.96,661.4
ITEM0000038113,ORD0000038,PROD0114,4,998.72,0.05,948.78,3795.12,2503.48
ITEM0000038024,ORD0000038,PROD0025,4,646.45,0.05,614.13,2456.52,1060.08
ITEM0000039046,ORD0000039,PROD0047,1,1473.13,0.05,1399.47,1399.47,670.05
ITEM0000039114,ORD0000039,PROD0115,4,1436.45,0.05,1364.63,5458.52,1980.16
ITEM0000040076,ORD0000040,PROD0077,4,901.97,0.2,721.58,2886.32,1459.16
ITEM0000041074,ORD0000041,PROD0075,3,433.01,0.15,368.06,1104.18,1032.24
ITEM0000041021,ORD0000041,PROD0022,5,34.48,0.15,29.31,146.55,116.95
ITEM0000042064,ORD0000042,PROD0065,2,412.32,0.15,350.47,700.94,303.56
ITEM0000043013,ORD0000043,PROD0014,4,98.63,0.15,83.84,335.36,198.44
ITEM0000043061,ORD0000043,PROD0062,4,190.5,0.15,161.92,647.68,326.56
ITEM0000043078,ORD0000043,PROD0079,3,224.63,0.15,190.94,572.82,544.14
ITEM0000043067,ORD0000043,PROD0068,1,1822.5,0.15,1549.12,1549.12,599.61
ITEM0000044002,ORD0000044,PROD0003,4,965.88,0.0,965.88,3863.52,1345.76
ITEM0000044146,ORD0000044,PROD0147,2,1147.03,0.0,1147.03,2294.06,1168.58
ITEM0000044004,ORD0000044,PROD0005,4,1278.86,0.0,1278.86,5115.44,2656.96
ITEM0000044077,ORD0000044,PROD0078,4,463.46,0.0,463.46,1853.84,600.72
ITEM0000045108,ORD0000045,PROD0109,2,572.16,0.0,572.16,1144.32,911.42
ITEM0000045104,ORD0000045,PROD0105,3,1798.04,0.0,1798.04,5394.12,2014.11
ITEM0000045087,ORD0000045,PROD0088,3,368.86,0.0,368.86,1106.58,357.93
ITEM0000046081,ORD0000046,PROD0082,5,1452.3,0.0,1452.3,7261.5,2729.6
ITEM0000047016,ORD0000047,PROD0017,2,997.27,0.0,997.27,1994.54,903.32
ITEM0000048087,ORD0000048,PROD0088,5,368.86,0.15,313.53,1567.65,596.55
ITEM0000048018,ORD0000048,PROD0019,4,1976.3,0.15,1679.86,6719.44,2468.32
ITEM0000048039,ORD0000048,PROD0040,3,80.55,0.15,68.47,205.41,75.63
ITEM0000049020,ORD0000049,PROD0021,1,730.03,0.0,730.03,730.03,371.34
ITEM0000049047,ORD0000049,PROD0048,1,1599.37,0.0,1599.37,1599.37,522.09
ITEM0000049023,ORD0000049,PROD0024,4,39.44,0.0,39.44,157.76,71.52
ITEM0000050121,ORD0000050,PROD0122,4,1681.92,0.1,1513.73,6054.92,2128.96
ITEM0000050050,ORD0000050,PROD0051,5,92.57,0.1,83.31,416.55,180.0
ITEM0000051047,ORD0000051,PROD0048,5,1599.37,0.1,1439.43,7197.15,2610.45
ITEM0000052048,ORD0000052,PROD0049,1,1909.55,0.0,1909.55,1909.55,585.06
ITEM0000052031,ORD0000052,PROD0032,2,824.92,0.0,824.92,1649.84,1326.88
ITEM0000053105,ORD0000053,PROD0106,3,493.42,0.0,493.42,1480.26,584.1
ITEM0000053129,ORD0000053,PROD0130,2,814.35,0.0,814.35,1628.7,645.4
ITEM0000054064,ORD0000054,PROD0065,1,412.32,0.1,371.09,371.09,151.78
ITEM0000054072,ORD0000054,PROD0073,1,303.83,0.1,273.45,273.45,153.12
ITEM0000054041,ORD0000054,PROD0042,4,1834.5,0.1,1651.05,6604.2,3102.2
ITEM0000054016,ORD0000054,PROD0017,3,997.27,0.1,897.54,2692.62,1354.98
ITEM0000055114,ORD0000055,PROD0115,5,1436.45,0.1,1292.8,6464.0,2475.2
ITEM0000055003,ORD0000055,PROD0004,3,1301.7,0.1,1171.53,3514.59,2057.13
ITEM0000055022,ORD0000055,PROD0023,5,1990.64,0.1,1791.58,8957.9,3197.45
ITEM0000055081,ORD0000055,PROD0082,1,1452.3,0.1,1307.07,1307.07,545.92
ITEM0000056127,ORD0000056,PROD0128,4,2448.56,0.0,2448.56,9794.24,3087.4
ITEM0000056076,ORD0000056,PROD0077,3,901.97,0.0,901.97,2705.91,1094.37
ITEM0000057118,ORD0000057,PROD0119,4,380.98,0.0,380.98,1523.92,1046.36
ITEM0000057083,ORD0000057,PROD0084,4,150.5,0.0,150.5,602.0,175.56
ITEM0000058006,ORD0000058,PROD0007,3,788.94,0.0,788.94,2366.82,1555.23
ITEM0000058035,ORD0000058,PROD0036,4,66.81,0.0,66.81,267.24,103.4
ITEM0000059044,ORD0000059,PROD0045,5,912.46,0.0,912.46,4562.3,1924.95
ITEM0000059038,ORD0000059,PROD0039,2,781.67,0.0,781.67,1563.34,1238.02
ITEM0000060100,ORD0000060,PROD0101,2,728.41,0.05,691.99,1383.98,532.84
ITEM0000061040,ORD0000061,PROD0041,1,539.28,0.0,539.28,539.28,322.35
ITEM0000061124,ORD0000061,PROD0125,3,1773.27,0.0,1773.27,5319.81,2398.65
ITEM0000062132,ORD0000062,PROD0133,4,355.67,0.0,355.67,1422.68,447.68
ITEM0000063079,ORD0000063,PROD0080,5,1095.16,0.0,1095.16,5475.8,2262.45
ITEM0000064032,ORD0000064,PROD0033,3,1743.14,0.0,1743.14,5229.42,2055.54
ITEM0000065059,ORD0000065,PROD0060,5,779.26,0.05,740.3,3701.5,3242.45
ITEM0000065080,ORD0000065,PROD0081,3,635.8,0.05,604.01,1812.03,564.57
ITEM0000065121,ORD0000065,PROD0122,5,1681.92,0.05,1597.82,7989.1,2661.2
ITEM0000065071,ORD0000065,PROD0072,3,1033.36,0.05,981.69,2945.07,1064.07
ITEM0000066060,ORD0000066,PROD0061,4,289.72,0.2,231.78,927.12,427.68
ITEM0000066063,ORD0000066,PROD0064,1,1063.77,0.2,851.02,851.02,575.23
ITEM0000066125,ORD0000066,PROD0126,3,1001.16,0.2,800.93,2402.79,2382.54
ITEM0000066144,ORD0000066,PROD0145,5,1192.33,0.2,953.86,4769.3,2465.05
ITEM0000067068,ORD0000067,PROD0069,4,43.59,0.0,43.59,174.36,65.56
ITEM0000067017,ORD0000067,PROD0018,4,513.98,0.0,513.98,2055.92,849.08
ITEM0000068121,ORD0000068,PROD0122,1,1681.92,0.0,1681.92,1681.92,532.24
ITEM0000068063,ORD0000068,PROD0064,3,1063.77,0.0,1063.77,3191.31,1725.69
ITEM0000068057,ORD0000068,PROD0058,3,483.17,0.0,483.17,1449.51,846.57
ITEM0000069137,ORD0000069,PROD0138,2,50.39,0.1,45.35,90.7,45.16
ITEM0000070049,ORD0000070,PROD0050,5,678.16,0.05,644.25,3221.25,2269.2
ITEM0000071076,ORD0000071,PROD0077,3,901.97,0.1,811.77,2435.31,1094.37
ITEM0000071066,ORD0000071,PROD0067,1,926.45,0.1,833.8,833.8,340.51
ITEM0000071052,ORD0000071,PROD0053,1,646.04,0.1,581.44,581.44,417.29
ITEM0000071036,ORD0000071,PROD0037,4,1492.14,0.1,1342.93,5371.72,3055.84
ITEM0000072040,ORD0000072,PROD0041,5,539.28,0.15,458.39,2291.95,1611.75
ITEM0000073072,ORD0000073,PROD0073,5,303.83,0.0,303.83,1519.15,765.6
ITEM0000073041,ORD0000073,PROD0042,2,1834.5,0.0,1834.5,3669.0,1551.1
ITEM0000074096,ORD0000074,PROD0097,5,1608.5,0.15,1367.22,6836.1,3465.4
ITEM0000075072,ORD0000075,PROD0073,5,303.83,0.0,303.83,1519.15,765.6
ITEM0000075082,ORD0000075,PROD0083,1,1403.5,0.0,1403.5,1403.5,574.29
ITEM0000075144,ORD0000075,PROD0145,5,1192.33,0.0,1192.33,5961.65,2465.05
ITEM0000076026,ORD0000076,PROD0027,5,2013.38,0.0,2013.38,10066.9,3199.4
ITEM0000077017,ORD0000077,PROD0018,4,513.98,0.0,513.98,2055.92,849.08
ITEM0000077126,ORD0000077,PROD0127,5,343.97,0.0,343.97,1719.85,1000.25
ITEM0000078053,ORD0000078,PROD0054,1,799.83,0.1,719.85,719.85,630.31
ITEM0000078114,ORD0000078,PROD0115,3,1436.45,0.1,1292.8,3878.4,1485.12
ITEM0000078040,ORD0000078,PROD0041,2,539.28,0.1,485.35,970.7,644.7
ITEM0000079122,ORD0000079,PROD0123,1,1063.44,0.05,1010.27,1010.27,320.42
ITEM0000079010,ORD0000079,PROD0011,2,386.39,0.05,367.07,734.14,396.58
ITEM0000080101,ORD0000080,PROD0102,1,1324.98,0.2,1059.98,1059.98,571.91
ITEM0000081051,ORD0000081,PROD0052,5,647.34,0.1,582.61,2913.05,1502.5
ITEM0000082094,ORD0000082,PROD0095,2,1855.24,0.05,1762.48,3524.96,1154.82
ITEM0000082130,ORD0000082,PROD0131,4,2394.48,0.05,2274.76,9099.04,3142.48
ITEM0000083095,ORD0000083,PROD0096,5,215.28,0.15,182.99,914.95,473.55
ITEM0000084066,ORD0000084,PROD0067,4,926.45,0.1,833.8,3335.2,1362.04
ITEM0000085103,ORD0000085,PROD0104,2,727.13,0.0,727.13,1454.26,607.56
ITEM0000085052,ORD0000085,PROD0053,1,646.04,0.0,646.04,646.04,417.29
ITEM0000086076,ORD0000086,PROD0077,5,901.97,0.1,811.77,4058.85,1823.95
ITEM0000086054,ORD0000086,PROD0055,3,1316.97,0.1,1185.27,3555.81,2182.92
ITEM0000087055,ORD0000087,PROD0056,3,63.12,0.05,59.96,179.88,82.98
ITEM0000087130,ORD0000087,PROD0131,1,2394.48,0.05,2274.76,2274.76,785.62
ITEM0000087006,ORD0000087,PROD0007,2,788.94,0.05,749.49,1498.98,1036.82
ITEM0000088100,ORD0000088,PROD0101,5,728.41,0.0,728.41,3642.05,1332.1
ITEM0000089063,ORD0000089,PROD0064,5,1063.77,0.05,1010.58,5052.9,2876.15
ITEM0000089019,ORD0000089,PROD0020,1,1807.57,0.05,1717.19,1717.19,619.3
ITEM0000089027,ORD0000089,PROD0028,1,855.4,0.05,812.63,812.63,521.89
ITEM0000089000,ORD0000089,PROD0001,3,199.5,0.05,189.52,568.56,383.73
ITEM0000089007,ORD0000089,PROD0008,1,949.0,0.05,901.55,901.55,564.95
ITEM0000090048,ORD0000090,PROD0049,4,1909.55,0.05,1814.07,7256.28,2340.24
ITEM0000091030,ORD0000091,PROD0031,3,2463.62,0.0,2463.62,7390.86,2277.18
ITEM0000091077,ORD0000091,PROD0078,4,463.46,0.0,463.46,1853.84,600.72
ITEM0000091036,ORD0000091,PROD0037,2,1492.14,0.0,1492.14,2984.28,1527.92
ITEM0000092060,ORD0000092,PROD0061,4,289.72,0.15,246.26,985.04,427.68
ITEM0000093039,ORD0000093,PROD0040,1,80.55,0.0,80.55,80.55,25.21
ITEM0000093055,ORD0000093,PROD0056,4,63.12,0.0,63.12,252.48,110.64
ITEM0000094147,ORD0000094,PROD0148,4,1588.18,0.05,1508.77,6035.08,3037.92
ITEM0000094011,ORD0000094,PROD0012,2,2573.2,0.05,2444.54,4889.08,1523.76
ITEM0000094016,ORD0000094,PROD0017,3,997.27,0.05,947.41,2842.23,1354.98
ITEM0000094071,ORD0000094,PROD0072,1,1033.36,0.05,981.69,981.69,354.69
ITEM0000094072,ORD0000094,PROD0073,3,303.83,0.05,288.64,865.92,459.36
ITEM0000095144,ORD0000095,PROD0145,4,1192.33,0.05,1132.71,4530.84,1972.04
ITEM0000096094,ORD0000096,PROD0095,4,1855.24,0.1,1669.72,6678.88,2309.64
ITEM0000097082,ORD0000097,PROD0083,4,1403.5,0.0,1403.5,5614.0,2297.16
ITEM0000097088,ORD0000097,PROD0089,2,865.65,0.0,865.65,1731.3,676.22
ITEM0000098126,ORD0000098,PROD0127,4,343.97,0.2,275.18,1100.72,800.2
ITEM0000098138,ORD0000098,PROD0139,3,762.92,0.2,610.34,1831.02,1699.56
ITEM0000099119,ORD0000099,PROD0120,4,970.04,0.0,970.04,3880.16,2062.52
ITEM0000100037,ORD0000100,PROD0038,5,260.52,0.0,260.52,1302.6,826.75
ITEM0000100087,ORD0000100,PROD0088,2,368.86,0.0,368.86,737.72,238.62
ITEM0000100138,ORD0000100,PROD0139,2,762.92,0.0,762.92,1525.84,1133.04
ITEM0000100040,ORD0000100,PROD0041,4,539.28,0.0,539.28,2157.12,1289.4
ITEM0000101147,ORD0000101,PROD0148,3,1588.18,0.0,1588.18,4764.54,2278.44
ITEM0000101001,ORD0000101,PROD0002,5,765.17,0.0,765.17,3825.85,2450.25
ITEM0000102095,ORD0000102,PROD0096,5,215.28,0.1,193.75,968.75,473.55
ITEM0000103027,ORD0000103,PROD0028,2,855.4,0.1,769.86,1539.72,1043.78
ITEM0000103057,ORD0000103,PROD0058,2,483.17,0.1,434.85,869.7,564.38
ITEM0000103116,ORD0000103,PROD0117,1,318.31,0.1,286.48,286.48,153.02
ITEM0000104103,ORD0000104,PROD0104,3,727.13,0.05,690.77,2072.31,911.34
ITEM0000105030,ORD0000105,PROD0031,2,2463.62,0.0,2463.62,4927.24,1518.12
ITEM0000106091,ORD0000106,PROD0092,4,707.01,0.0,707.01,2828.04,1061.36
ITEM0000107122,ORD0000107,PROD0123,4,1063.44,0.0,1063.44,4253.76,1281.68
ITEM0000107010,ORD0000107,PROD0011,1,386.39,0.0,386.39,386.39,198.29
ITEM0000108137,ORD0000108,PROD0138,1,50.39,0.0,50.39,50.39,22.58
ITEM0000109009,ORD0000109,PROD0010,4,1674.4,0.0,1674.4,6697.6,2555.96
ITEM0000110024,ORD0000110,PROD0025,3,646.45,0.05,614.13,1842.39,795.06
ITEM0000110116,ORD0000110,PROD0117,2,318.31,0.05,302.39,604.78,306.04
ITEM0000110097,ORD0000110,PROD0098,5,2065.19,0.05,1961.93,9809.65,3990.5
ITEM0000111105,ORD0000111,PROD0106,1,493.42,0.05,468.75,468.75,194.7
ITEM0000112128,ORD0000112,PROD0129,4,1110.97,0.1,999.87,3999.48,1772.88
ITEM0000112046,ORD0000112,PROD0047,3,1473.13,0.1,1325.82,3977.46,2010.15
ITEM0000113030,ORD0000113,PROD0031,5,2463.62,0.15,2094.08,10470.4,3795.3
ITEM0000114109,ORD0000114,PROD0110,2,1848.39,0.0,1848.39,3696.78,1285.02
ITEM0000114028,ORD0000114,PROD0029,1,503.79,0.0,503.79,503.79,225.11
ITEM0000115096,ORD0000115,PROD0097,2,1608.5,0.0,1608.5,3217.0,1386.16
ITEM0000115011,ORD0000115,PROD0012,3,2573.2,0.0,2573.2,7719.6,2285.64
ITEM0000115077,ORD0000115,PROD0078,5,463.46,0.0,463.46,2317.3,750.9
ITEM0000115046,ORD0000115,PROD0047,4,1473.13,0.0,1473.13,5892.52,2680.2
ITEM0000116144,ORD0000116,PROD0145,1,1192.33,0.15,1013.48,1013.48,493.01
ITEM0000117094,ORD0000117,PROD0095,4,1855.24,0.1,1669.72,6678.88,2309.64
ITEM0000117139,ORD0000117,PROD0140,1,1547.37,0.1,1392.63,1392.63,457.95
ITEM0000117027,ORD0000117,PROD0028,3,855.4,0.1,769.86,2309.58,1565.67
ITEM0000117107,ORD0000117,PROD0108,4,1414.25,0.1,1272.82,5091.28,1682.4
ITEM0000118062,ORD0000118,PROD0063,1,364.34,0.0,364.34,364.34,108.2
ITEM0000118035,ORD0000118,PROD0036,1,66.81,0.0,66.81,66.81,25.85
ITEM0000119142,ORD0000119,PROD0143,4,873.41,0.1,786.07,3144.28,1635.28
ITEM0000119067,ORD0000119,PROD0068,1,1822.5,0.1,1640.25,1640.25,599.61
ITEM0000120037,ORD0000120,PROD0038,3,260.52,0.05,247.49,742.47,496.05
ITEM0000121149,ORD0000121,PROD0150,1,1653.56,0.0,1653.56,1653.56,703.86
ITEM0000121135,ORD0000121,PROD0136,3,1281.1,0.0,1281.1,3843.3,1553.25
ITEM0000122121,ORD0000122,PROD0122,4,1681.92,0.15,1429.63,5718.52,2128.96
ITEM0000123018,ORD0000123,PROD0019,2,1976.3,0.0,1976.3,3952.6,1234.16
ITEM0000123037,ORD0000123,PROD0038,1,260.52,0.0,260.52,260.52,165.35
ITEM0000123032,ORD0000123,PROD0033,4,1743.14,0.0,1743.14,6972.56,2740.72
ITEM0000123130,ORD0000123,PROD0131,5,2394.48,0.0,2394.48,11972.4,3928.1
ITEM0000124057,ORD0000124,PROD0058,3,483.17,0.05,459.01,1377.03,846.57
ITEM0000125095,ORD0000125,PROD0096,4,215.28,0.0,215.28,861.12,378.84
ITEM0000126104,ORD0000126,PROD0105,2,1798.04,0.0,1798.04,3596.08,1342.74
ITEM0000126040,ORD0000126,PROD0041,5,539.28,0.0,539.28,2696.4,1611.75
ITEM0000127021,ORD0000127,PROD0022,2,34.48,0.0,34.48,68.96,46.78
ITEM0000128087,ORD0000128,PROD0088,4,368.86,0.0,368.86,1475.44,477.24
ITEM0000128077,ORD0000128,PROD0078,5,463.46,0.0,463.46,2317.3,750.9
ITEM0000128137,ORD0000128,PROD0138,4,50.39,0.0,50.39,201.56,90.32
ITEM0000128083,ORD0000128,PROD0084,4,150.5,0.0,150.5,602.0,175.56
ITEM0000128078,ORD0000128,PROD0079,5,224.63,0.0,224.63,1123.15,906.9
ITEM0000129086,ORD0000129,PROD0087,1,1509.16,0.05,1433.7,1433.7,588.1
ITEM0000130068,ORD0000130,PROD0069,3,43.59,0.05,41.41,124.23,49.17
ITEM0000131089,ORD0000131,PROD0090,2,1414.78,0.0,1414.78,2829.56,1541.74
ITEM0000131078,ORD0000131,PROD0079,3,224.63,0.0,224.63,673.89,544.14
ITEM0000132035,ORD0000132,PROD0036,3,66.81,0.05,63.47,190.41,77.55
ITEM0000132075,ORD0000132,PROD0076,5,981.83,0.05,932.74,4663.7,3324.55
ITEM0000132048,ORD0000132,PROD0049,5,1909.55,0.05,1814.07,9070.35,2925.3
ITEM0000133074,ORD0000133,PROD0075,5,433.01,0.05,411.36,2056.8,1720.4
ITEM0000133063,ORD0000133,PROD0064,3,1063.77,0.05,1010.58,3031.74,1725.69
ITEM0000133052,ORD0000133,PROD0053,2,646.04,0.05,613.74,1227.48,834.58
ITEM0000134145,ORD0000134,PROD0146,4,2155.57,0.0,2155.57,8622.28,2480.48
ITEM0000135140,ORD0000135,PROD0141,4,1902.6,0.05,1807.47,7229.88,2259.4
ITEM0000136149,ORD0000136,PROD0150,2,1653.56,0.15,1405.53,2811.06,1407.72
ITEM0000136070,ORD0000136,PROD0071,3,1656.86,0.15,1408.33,4224.99,2330.31
ITEM0000136130,ORD0000136,PROD0131,1,2394.48,0.15,2035.31,2035.31,785.62
ITEM0000136145,ORD0000136,PROD0146,4,2155.57,0.15,1832.23,7328.92,2480.48
ITEM0000136107,ORD0000136,PROD0108,4,1414.25,0.15,1202.11,4808.44,1682.4
ITEM0000137013,ORD0000137,PROD0014,1,98.63,0.0,98.63,98.63,49.61
ITEM0000138108,ORD0000138,PROD0109,2,572.16,0.05,543.55,1087.1,911.42
ITEM0000139072,ORD0000139,PROD0073,2,303.83,0.0,303.83,607.66,306.24
ITEM0000139110,ORD0000139,PROD0111,2,975.42,0.0,975.42,1950.84,570.28
ITEM0000139061,ORD0000139,PROD0062,5,190.5,0.0,190.5,952.5,408.2
ITEM0000140141,ORD0000140,PROD0142,5,1191.56,0.15,1012.83,5064.15,2165.1
ITEM0000141041,ORD0000141,PROD0042,5,1834.5,0.1,1651.05,8255.25,3877.75
ITEM0000141023,ORD0000141,PROD0024,5,39.44,0.1,35.5,177.5,89.4
ITEM0000142117,ORD0000142,PROD0118,5,602.3,0.0,602.3,3011.5,1364.6
ITEM0000143111,ORD0000143,PROD0112,5,1284.78,0.0,1284.78,6423.9,1846.35
ITEM0000143148,ORD0000143,PROD0149,4,1099.89,0.0,1099.89,4399.56,2714.32
